"lang"
{
"Language"	"turkish"
"Comp_1936_PG_page_TOC1elementlistheader1_text"	"İÇERİK"
"[english]Comp_1936_PG_page_TOC1elementlistheader1_text"	"TABLE"
"Comp_1936_PG_page_TOC1elementlistheader2_text"	"TABLOSU"
"[english]Comp_1936_PG_page_TOC1elementlistheader2_text"	"OF CONTENTS"
"Comp_1936_PG_page_TOC1elementlistsubheader_event_defines_1"	"ETKİNLİK"
"[english]Comp_1936_PG_page_TOC1elementlistsubheader_event_defines_1"	"THE EVENT"
"Comp_1936_PG_page_TOC1elementlistpage_trailer_defines_2"	"ETKİNLİK FRAGMANI"
"[english]Comp_1936_PG_page_TOC1elementlistpage_trailer_defines_2"	"EVENT TRAILER"
"Comp_1936_PG_page_TOC1elementlistpage_intro_defines_2"	"TANITIM"
"[english]Comp_1936_PG_page_TOC1elementlistpage_intro_defines_2"	"INTRODUCTION"
"Comp_1936_PG_page_TOC1elementlistpage_attendees_defines_2"	"KATILMICILAR"
"[english]Comp_1936_PG_page_TOC1elementlistpage_attendees_defines_2"	"THE ATTENDEES"
"Comp_1936_PG_page_TOC1elementlistpage_team_eg_defines_2"	"SON ŞAMPİYON"
"[english]Comp_1936_PG_page_TOC1elementlistpage_team_eg_defines_2"	"THE DEFENDING CHAMPIONS"
"Comp_1936_PG_page_TOC1elementlistsubheader_prizepool_defines_1"	"ÖDÜL HAVUZU"
"[english]Comp_1936_PG_page_TOC1elementlistsubheader_prizepool_defines_1"	"THE PRIZEPOOL"
"Comp_1936_PG_page_TOC1elementlistpage_courier_defines_2"	"DUSKIE HUSKY KURYE"
"[english]Comp_1936_PG_page_TOC1elementlistpage_courier_defines_2"	"DUSKIE THE HUSKY COURIER"
"Comp_1936_PG_page_TOC1elementlistpage_prizepool_defines_2"	"ÖDÜL HAVUZU VE BÜYÜMÜ HEDEFLERİ"
"[english]Comp_1936_PG_page_TOC1elementlistpage_prizepool_defines_2"	"PRIZEPOOL AND STRETCH GOALS"
"Comp_1936_PG_page_TOC1elementlistpage_treasure1_defines_2"	"THE SUMMIT'İN ZİRVESİNİN HAZİNESİ BÖLÜM 1"
"[english]Comp_1936_PG_page_TOC1elementlistpage_treasure1_defines_2"	"TREASURE OF THE SUMMIT'S PEAK PT. 1"
"Comp_1936_PG_page_TOC1elementlistpage_treasure2_defines_2"	"THE SUMMIT'İN ZİRVESİNİN HAZİNESİ BÖLÜM 2"
"[english]Comp_1936_PG_page_TOC1elementlistpage_treasure2_defines_2"	"TREASURE OF THE SUMMIT'S PEAK PT. 2"
"Comp_1936_PG_page_TOC1elementlistsubheader_qualifiers_defines_1"	"ELEMELER"
"[english]Comp_1936_PG_page_TOC1elementlistsubheader_qualifiers_defines_1"	"THE QUALIFIERS"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_eu_defines_2"	"THE SUMMIT AVRUPA GRUP AŞAMASI"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_eu_defines_2"	"THE SUMMIT EU GROUP STAGE"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_eu_brackets_defines_2"	"THE SUMMIT AVRUPA ELEMELERİ"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_eu_brackets_defines_2"	"THE SUMMIT EU PLAYOFFS"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_america_defines_2"	"THE SUMMIT AMERIKA GRUP AŞAMASI"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_america_defines_2"	"THE SUMMIT AMERICA GROUP STAGE"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_america_brackets_defines_2"	"THE SUMMIT AMERİKA ELEMELERİ"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_america_brackets_defines_2"	"THE SUMMIT AMERICA PLAYOFFS"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_sea_defines_2"	"THE SUMMIT SEA GRUP AŞAMASI"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_sea_defines_2"	"THE SUMMIT SEA GROUP STAGE"
"Comp_1936_PG_page_TOC1elementlistpage_qualifier_sea_brackets_defines_2"	"THE SUMMIT GDA ELEMELERİ"
"[english]Comp_1936_PG_page_TOC1elementlistpage_qualifier_sea_brackets_defines_2"	"THE SUMMIT SEA PLAYOFFS"
"Comp_1936_PG_page_TOC2templatelistt_toc_updatedelementlistupdated_text_text"	"Güncellendi!"
"[english]Comp_1936_PG_page_TOC2templatelistt_toc_updatedelementlistupdated_text_text"	"Updated!"
"Comp_1936_PG_page_TOC2elementlistpage_qualifier_china_defines_2"	"THE SUMMIT ÇİN GRUP AŞAMASI"
"[english]Comp_1936_PG_page_TOC2elementlistpage_qualifier_china_defines_2"	"THE SUMMIT CHINA GROUP STAGE"
"Comp_1936_PG_page_TOC2elementlistpage_qualifier_china_brackets_defines_2"	"THE SUMMIT ÇİN ELEMELERİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_qualifier_china_brackets_defines_2"	"THE SUMMIT CHINA PLAYOFFS"
"Comp_1936_PG_page_TOC2elementlistsubheader_lanfinals_defines_1"	"LAN FİNALLERİ"
"[english]Comp_1936_PG_page_TOC2elementlistsubheader_lanfinals_defines_1"	"THE LAN FINALS"
"Comp_1936_PG_page_TOC2elementlistpage_lanfinals1_defines_2"	"LAN FİNAL EŞLEŞMELERİ BÖLÜM 1"
"[english]Comp_1936_PG_page_TOC2elementlistpage_lanfinals1_defines_2"	"LAN FINALS BRACKETS PT. 1"
"Comp_1936_PG_page_TOC2elementlistpage_lanfinals2_defines_2"	"LAN FİNAL EŞLEŞMELERİ BÖLÜM 2"
"[english]Comp_1936_PG_page_TOC2elementlistpage_lanfinals2_defines_2"	"LAN FINALS BRACKETS PT. 2"
"Comp_1936_PG_page_TOC2elementlistsubheader_qualifierpredictions_defines_1"	"TAHMİNLER"
"[english]Comp_1936_PG_page_TOC2elementlistsubheader_qualifierpredictions_defines_1"	"THE PREDICTIONS"
"Comp_1936_PG_page_TOC2elementlistpage_predictions_eu_defines_2"	"THE SUMMIT AVRUPA KAZANANI TAHMİNİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_predictions_eu_defines_2"	"THE SUMMIT EU WINNER PREDICTION"
"Comp_1936_PG_page_TOC2elementlistpage_predictions_america_defines_2"	"THE SUMMIT AMERIKA KAZANANI TAHMİNİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_predictions_america_defines_2"	"THE SUMMIT AMERICA WINNER PREDICTION"
"Comp_1936_PG_page_TOC2elementlistpage_predictions_sea_defines_2"	"THE SUMMIT SEA KAZANANI TAHMİNİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_predictions_sea_defines_2"	"THE SUMMIT SEA WINNER PREDICTION"
"Comp_1936_PG_page_TOC2elementlistpage_predictions_china_defines_2"	"THE SUMMIT ÇİN KAZANANI TAHMİNİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_predictions_china_defines_2"	"THE SUMMIT CHINA WINNER PREDICTION"
"Comp_1936_PG_page_TOC2elementlistpage_predictions_lanwinners_defines_2"	"THE SUMMIT LAN FİNALLERİ KAZANANI TAHMİNİ"
"[english]Comp_1936_PG_page_TOC2elementlistpage_predictions_lanwinners_defines_2"	"THE SUMMIT LAN FINALS WINNERS PREDICTIONS"
"Comp_1936_PG_page_TOC2elementlistsubheader_weeklypredictions_defines_1"	"HAFTALIK SUMMIT TAHMİNLERİ"
"[english]Comp_1936_PG_page_TOC2elementlistsubheader_weeklypredictions_defines_1"	"WEEKLY SUMMIT PREDICTIONS"
"Comp_1936_PG_page_TOC2elementlistpage_scoreboard_defines_2"	"TAHMİN SKOR TABLOSU"
"[english]Comp_1936_PG_page_TOC2elementlistpage_scoreboard_defines_2"	"PREDICTIONS SCOREBOARD"
"Comp_1936_PG_page_TOC2elementlistpage_rat_defines_2"	"FARE ORANI"
"[english]Comp_1936_PG_page_TOC2elementlistpage_rat_defines_2"	"THE RAT QUOTIENT"
"Comp_1936_PG_page_TOC2elementlistsubheader_bonus_defines_1"	"BONUSLAR"
"[english]Comp_1936_PG_page_TOC2elementlistsubheader_bonus_defines_1"	"BONUSES"
"Comp_1936_PG_page_TOC2elementlistpage_vote_casters_defines_2"	"HAYRAN OYLAMASI - BÜYÜK FİNAL SUNUCULARI"
"[english]Comp_1936_PG_page_TOC2elementlistpage_vote_casters_defines_2"	"FAN VOTE - GRAND FINALS CASTERS"
"Comp_1936_PG_page_TOC2elementlistpage_vote_allstars_defines_2"	"HAYRAN OYLAMASI - YILDIZLAR MAÇI"
"[english]Comp_1936_PG_page_TOC2elementlistpage_vote_allstars_defines_2"	"FAN VOTE - ALL-STARS MATCH"
"Comp_1936_PG_page_TOC2elementlistsubheader_appendix_defines_1"	"EK"
"[english]Comp_1936_PG_page_TOC2elementlistsubheader_appendix_defines_1"	"APPENDIX"
"Comp_1936_PG_page_TOC2elementlistpage_bts_crew_defines_2"	"THE SUMMIT ARKASI"
"[english]Comp_1936_PG_page_TOC2elementlistpage_bts_crew_defines_2"	"BEHIND THE SUMMIT"
"Comp_1936_PG_page_trailerelementlisttitle_defines_1"	"THE SUMMIT 2 - FRAGMAN"
"[english]Comp_1936_PG_page_trailerelementlisttitle_defines_1"	"THE SUMMIT 2 - TRAILER"
"Comp_1936_PG_page_introelementlisttitle_defines_1"	"THE SUMMIT 2 - G2A.COM DESTEĞİYLE"
"[english]Comp_1936_PG_page_introelementlisttitle_defines_1"	"THE SUMMIT 2 - BY G2A.COM"
"Comp_1936_PG_page_introelementlistdate_text"	"KÜRESEL LAN FİNALLERİ 3 - 7 ARALIK"
"[english]Comp_1936_PG_page_introelementlistdate_text"	"GLOBAL LAN FINALS DECEMBER 3 - 7"
"Comp_1936_PG_page_attendeeselementlistattendee1_defines_2"	"Son Şampiyon"
"[english]Comp_1936_PG_page_attendeeselementlistattendee1_defines_2"	"The Defending Champions"
"Comp_1936_PG_page_attendeeselementlistattendee2_defines_2"	"The Summit - AV Kazananları"
"[english]Comp_1936_PG_page_attendeeselementlistattendee2_defines_2"	"The Summit - EU Winners"
"Comp_1936_PG_page_attendeeselementlistattendee3_defines_2"	"The Summit - GDA Kazananı"
"[english]Comp_1936_PG_page_attendeeselementlistattendee3_defines_2"	"The Summit - SEA Winners"
"Comp_1936_PG_page_attendeeselementlistattendee4_defines_2"	"Kurtarılan Takım"
"[english]Comp_1936_PG_page_attendeeselementlistattendee4_defines_2"	"Redemption Team"
"Comp_1936_PG_page_attendeeselementlistattendee5_defines_2"	"The Summit - Amerika Kazananı"
"[english]Comp_1936_PG_page_attendeeselementlistattendee5_defines_2"	"The Summit - America Winners"
"Comp_1936_PG_page_attendeeselementlistattendee6_defines_2"	"The Summit - Çin Kazananı"
"[english]Comp_1936_PG_page_attendeeselementlistattendee6_defines_2"	"The Summit - China Winners"
"Comp_1936_PG_page_attendeeselementlistcircle_infotooltip_data_tooltip_text"	"Bir Dergi sahibi olarak son kalan 'Kurtarılan Takım' yeri için hangi takımı görmek istediğinizi oylayabilirsiniz."
"[english]Comp_1936_PG_page_attendeeselementlistcircle_infotooltip_data_tooltip_text"	"As a Compendium owner you will be able to vote on which team you would like to see take the final 'Redemption Team' slot."
"Comp_1936_PG_page_attendeeselementlisttitle_defines_1"	"Katılımcılar"
"[english]Comp_1936_PG_page_attendeeselementlisttitle_defines_1"	"The Attendees"
"Comp_1936_PG_page_courierelementlistbtn_courier1_text"	"Duskie Standard"
"[english]Comp_1936_PG_page_courierelementlistbtn_courier1_text"	"Duskie Standard"
"Comp_1936_PG_page_courierelementlistimage_courier1tooltip_data_tooltip_title"	"Husky Duskie - Yerde"
"[english]Comp_1936_PG_page_courierelementlistimage_courier1tooltip_data_tooltip_title"	"Duskie the Husky - Ground"
"Comp_1936_PG_page_courierelementlistimage_courier1tooltip_data_tooltip_text"	"Aşağıdaki tuşa basarak kurye Husky Duskie'nin yerdeki halini inceleyebilirsiniz."
"[english]Comp_1936_PG_page_courierelementlistimage_courier1tooltip_data_tooltip_text"	"Click the button below to preview the Duskie the Husky courier in his ground form."
"Comp_1936_PG_page_courierelementlistbtn_courier2_text"	"Duskie Havada"
"[english]Comp_1936_PG_page_courierelementlistbtn_courier2_text"	"Duskie Flying"
"Comp_1936_PG_page_courierelementlistimage_courier2tooltip_data_tooltip_title"	"Husky Duskie - Havada"
"[english]Comp_1936_PG_page_courierelementlistimage_courier2tooltip_data_tooltip_title"	"Duskie the Husky - Flying"
"Comp_1936_PG_page_courierelementlistimage_courier2tooltip_data_tooltip_text"	"Aşağıdaki tuşa basarak kurye Husky Duskie'nin havadaki halini inceleyebilirsiniz."
"[english]Comp_1936_PG_page_courierelementlistimage_courier2tooltip_data_tooltip_text"	"Click the button below to preview the Duskie the Husky courier in his flying form."
"Comp_1936_PG_page_courierelementlistbtn_courier3_text"	"Duskie Yükleme Ekranı"
"[english]Comp_1936_PG_page_courierelementlistbtn_courier3_text"	"Duskie Loading Screen"
"Comp_1936_PG_page_courierelementlistimage_courier3tooltip_data_tooltip_title"	"Husky Duskie - Yükleme Ekranı"
"[english]Comp_1936_PG_page_courierelementlistimage_courier3tooltip_data_tooltip_title"	"Duskie the Husky - Loading Screen"
"Comp_1936_PG_page_courierelementlistimage_courier3tooltip_data_tooltip_text"	"Aşağıdaki tuşa basarak kurye Husky Duskie'nin Yükleme Ekranını inceleyebilirsiniz."
"[english]Comp_1936_PG_page_courierelementlistimage_courier3tooltip_data_tooltip_text"	"Click the button below to preview the Duskie the Husky courier's Loading Screen."
"Comp_1936_PG_page_courierelementlisttitle_defines_1"	"Kurye Husky Duskie"
"[english]Comp_1936_PG_page_courierelementlisttitle_defines_1"	"Duskie the Husky Courier"
"Comp_1936_PG_page_prizepooltemplatelisttt_sg3_tooltip_title"	"Küvet Röportajları Dönüyor"
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg3_tooltip_title"	"The Tub Interviews Return"
"Comp_1936_PG_page_prizepooltemplatelisttt_sg4_tooltip_title"	"The Summit 2 Yüklenme Ekranı"
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg4_tooltip_title"	"The Summit 2 Loading Screen"
"Comp_1936_PG_page_prizepooltemplatelisttt_sg4_tooltip_text"	"The Summit 2'ye özel yüklenme ekranını açar."
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg4_tooltip_text"	"Unlocks The Summit 2's custom loading screen."
"Comp_1936_PG_page_prizepooltemplatelisttt_sg5_tooltip_title"	"Şeytani Varlık HUD Görünümü"
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg5_tooltip_title"	"Demonic Presence HUD Skin"
"Comp_1936_PG_page_prizepooltemplatelisttt_sg5_tooltip_text"	"Şeytani Varlık HUD görünümünü açar."
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg5_tooltip_text"	"Unlocks the Demonic Presence HUD Skin."
"Comp_1936_PG_page_prizepooltemplatelisttt_sg6_tooltip_title"	"Arctic Watchtower Göz"
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg6_tooltip_title"	"Arctic Watchtower Ward"
"Comp_1936_PG_page_prizepooltemplatelisttt_sg6_tooltip_text"	"Arctic Watchtower Gözünü açar."
"[english]Comp_1936_PG_page_prizepooltemplatelisttt_sg6_tooltip_text"	"Unlocks the Arctic Watchtower Ward."
"Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlistachieved_text"	"ULAŞILDI!"
"[english]Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlistachieved_text"	"ACHIEVED!"
"Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlistperc_text"	"%prizepool_perc%%"
"[english]Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlistperc_text"	"%prizepool_perc%%"
"Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlisttogo_text"	"$%prizepool_togo% kaldı!"
"[english]Comp_1936_PG_page_prizepooltemplatelistsg_goalelementlisttogo_text"	"$%prizepool_togo% to go!"
"Comp_1936_PG_page_prizepoolelementlistsg_sg5_defines_3"	"Şeytani Varlık HUD"
"[english]Comp_1936_PG_page_prizepoolelementlistsg_sg5_defines_3"	"Demonic Presence HUD"
"Comp_1936_PG_page_prizepoolelementlistul_sg3_defines_1"	"<font color='#333333'>Son Kilidi Açılan:</font> Küvet Röportajları Dönüyor!"
"[english]Comp_1936_PG_page_prizepoolelementlistul_sg3_defines_1"	"<font color='#333333'>Latest Unlock:</font> The Tub Interviews Return!"
"Comp_1936_PG_page_prizepoolelementlistprizefund_text"	"PARA ÖDÜLÜ"
"[english]Comp_1936_PG_page_prizepoolelementlistprizefund_text"	"PRIZE FUND"
"Comp_1936_PG_page_prizepoolelementlistprizepool_amount_text"	"$%prizepool%"
"[english]Comp_1936_PG_page_prizepoolelementlistprizepool_amount_text"	"$%prizepool%"
"Comp_1936_PG_page_prizepoolelementlisttitle_defines_1"	"Ödül Havuzu ve Büyüme Hedefleri"
"[english]Comp_1936_PG_page_prizepoolelementlisttitle_defines_1"	"Prizepool And Stretch Goals"
"Comp_1936_PG_page_qualifier_euelementlisteu_team1_defines_2"	"1."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team1_defines_2"	"1st"
"Comp_1936_PG_page_qualifier_euelementlisteu_team2_defines_2"	"2."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team2_defines_2"	"2nd"
"Comp_1936_PG_page_qualifier_euelementlisteu_team3_defines_2"	"3."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team3_defines_2"	"3rd"
"Comp_1936_PG_page_qualifier_euelementlisteu_team4_defines_2"	"4."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team4_defines_2"	"4th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team5_defines_1"	"5."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team5_defines_1"	"5th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team6_defines_1"	"6."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team6_defines_1"	"6th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team7_defines_1"	"7."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team7_defines_1"	"7th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team8_defines_1"	"8."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team8_defines_1"	"8th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team9_defines_1"	"9."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team9_defines_1"	"9th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team10_defines_1"	"10."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team10_defines_1"	"10th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team11_defines_1"	"11."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team11_defines_1"	"11th"
"Comp_1936_PG_page_qualifier_euelementlisteu_team12_defines_1"	"12."
"[english]Comp_1936_PG_page_qualifier_euelementlisteu_team12_defines_1"	"12th"
"Comp_1936_PG_page_qualifier_euelementlistnumber_text"	"No."
"[english]Comp_1936_PG_page_qualifier_euelementlistnumber_text"	"No."
"Comp_1936_PG_page_qualifier_euelementlistteam_text"	"TAKIM"
"[english]Comp_1936_PG_page_qualifier_euelementlistteam_text"	"TEAM"
"Comp_1936_PG_page_qualifier_euelementlistmatches_text"	"MAÇLAR"
"[english]Comp_1936_PG_page_qualifier_euelementlistmatches_text"	"MATCHES"
"Comp_1936_PG_page_qualifier_euelementlistwins_text"	"KAZANILAN"
"[english]Comp_1936_PG_page_qualifier_euelementlistwins_text"	"WINS"
"Comp_1936_PG_page_qualifier_euelementlistlosses_text"	"KAYBEDİLEN"
"[english]Comp_1936_PG_page_qualifier_euelementlistlosses_text"	"LOSSES"
"Comp_1936_PG_page_qualifier_eu_bracketselementlisttitle_defines_1"	"The Summit AVRUPA Elemeleri"
"[english]Comp_1936_PG_page_qualifier_eu_bracketselementlisttitle_defines_1"	"The Summit EU Playoffs"
"Comp_1936_PG_page_qualifier_eu_bracketselementlistlower_bracket_text"	"ALT GRUP"
"[english]Comp_1936_PG_page_qualifier_eu_bracketselementlistlower_bracket_text"	"LOWER BRACKET"
"Comp_1936_PG_page_qualifier_eu_bracketselementlisteu_finals_text"	"THE SUMMIT - AVRUPA FİNALLERİ"
"[english]Comp_1936_PG_page_qualifier_eu_bracketselementlisteu_finals_text"	"THE SUMMIT - EU FINALS"
"Comp_1936_PG_page_qualifier_america_bracketselementlisttitle_defines_1"	"The Summit Amerika Elemeleri"
"[english]Comp_1936_PG_page_qualifier_america_bracketselementlisttitle_defines_1"	"The Summit America Playoffs"
"Comp_1936_PG_page_qualifier_america_bracketselementlistamerica_finals_text"	"THE SUMMIT - AMERİKA FİNALLERİ"
"[english]Comp_1936_PG_page_qualifier_america_bracketselementlistamerica_finals_text"	"THE SUMMIT - AMERICA FINALS"
"Comp_1936_PG_page_qualifier_sea_bracketselementlisttitle_defines_1"	"The Summit SEA Elemeleri"
"[english]Comp_1936_PG_page_qualifier_sea_bracketselementlisttitle_defines_1"	"The Summit SEA Playoffs"
"Comp_1936_PG_page_qualifier_sea_bracketselementlistsea_finals_text"	"THE SUMMIT - SEA FİNALLERİ"
"[english]Comp_1936_PG_page_qualifier_sea_bracketselementlistsea_finals_text"	"THE SUMMIT - SEA FINALS"
"Comp_1936_PG_page_qualifier_china_bracketselementlisttitle_defines_1"	"The Summit Çin Elemeleri"
