"dota"
{
"DOTA_Accept"	"Принять"
"DOTA_AntiAddiction_Label_Red"	"Время игры: {s:playtime} (превышен лимит)"
"DOTA_Workshop_Browse"	"Мастерская"
"DOTA_Workshop_TextureName_color"	"Цвет"
"DOTA_Workshop_MaterialName_MetalnessTexture"	"Эффект металла"
"DOTA_Workshop_MaterialName_NormalTexture"	"Карта нормалей"
"DOTA_Workshop_MaterialName_RimMaskTexture"	"Маска краев"
"DOTA_Workshop_MaterialName_SpecMaskTexture"	"Маска отражений"
"DOTA_Workshop_MaterialDetail_ColorTexture"	"Это текстура цвета! Это цвет."
"DOTA_Workshop_Model"	"Модель"
"DOTA_Workshop_Animations"	"Анимации"
"DOTA_Workshop_Misc"	"Разное"
"DOTA_Workshop_SubmissionType_Ward"	"Вард"
"DOTA_Workshop_ImportNoP4"	"Импорт (без файла .p4)"
"DOTA_Workshop_SaveSettings"	"Сохранить настройки"
"DOTA_Workshop_LoadSettings"	"Загрузить настройки"
"DOTA_Workshop_Ready"	"Готово"
"DOTA_Workshop_NotRequired_Geometry"	"(Макс. кол-во треугольников: %s1)"
"DOTA_Workshop_NotRequired_Texture"	"(Размер текстур будет изменен до: %s1)"
"DOTA_Workshop_ItemName"	"ИМЯ ВЫХОДНОГО ФАЙЛА:"
"DOTA_Workshop_ItemName_Desc"	"Это выходное имя файла для вашего предмета. Его не видят игроки, и его длина не должна превышать 50 символов."
"DOTA_Workshop_GenericModelName_Desc"	"Это имя загружаемого вами контента. Оно используется только в компании Valve, поэтому подберите уникальное и наглядное имя. Игроки его не увидят. Максимальная длина — 50 символов."
"DOTA_Workshop_UnknownLOD"	"Неизвестный файл геометрии"
"DOTA_Workshop_LOD0Title"	"ДОПОЛНИТЕЛЬНАЯ ГЕОМЕТРИЯ ПОРТРЕТА"
"DOTA_Workshop_LOD1Title"	"Внутриигровая геометрия"
"DOTA_Workshop_Texture_Title"	"ФАЙЛЫ ТЕКСТУР"
"DOTA_Workshop_Texturing"	"Помощь по текстурированию"
"DOTA_Workshop_Modelling"	"Помощь по моделированию"
"DOTA_Workshop_Animation"	"Помощь по анимации"
"DOTA_Workshop_DisableNICE"	"Отключить фильтрацию текстур"
"DOTA_Workshop_DisableNICE_Desc"	"Некоторые текстуры могут образовывать лишние блики, сильно снижающие детализацию, если включена стандартная фильтрация. Если у вас имеется данная проблема, попробуйте включить эту опцию и посмотреть, стали ли текстуры более разборчивыми."
"DOTA_Workshop_Reimport"	"Обновить"
"DOTA_Workshop_Models_Title"	"МОДЕЛИ"
"DOTA_Workshop_Materials_Title"	"МАТЕРИАЛЫ"
"DOTA_Workshop_Attachments_Title"	"ТОЧКИ ФИКСАЦИИ"
"DOTA_Workshop_Marketing_Title"	"РЕКЛАМА"
"DOTA_Workshop_Marketing_Desc"	"Файл формата .PSD, содержащий изображения, используемые для продвижения вашей публикации. Пройдите по ссылке «Помощь по рекламе», чтобы узнать требования к вашему PSD-файлу и его рекомендуемый формат."
"DOTA_Workshop_Marketing_Help"	"Помощь по рекламе"
"DOTA_Workshop_Particles_Title"	"ЧАСТИЦЫ"
"DOTA_Workshop_Particles_Desc"	"Эта модель будет иметь прикрепленную систему частиц для игры. Вершины, указывающие на то, как система частиц должна быть прикреплена, содержатся в файле с расширением .DMX, .SMD или .FBX."
"DOTA_Workshop_Images_Title"	"ИЗОБРАЖЕНИЯ"
"DOTA_Workshop_AbilityIcons_Title"	"ИКОНКИ СПОСОБНОСТЕЙ"
"DOTA_Workshop_HudSkin_Intro"	"Стиль интерфейса — это набор изображений, заменяющих внутриигровой интерфейс."
"DOTA_Workshop_HudSkin_Desc"	"Набор .PNG-файлов, созданных с помощью инструмента для экспорта стиля интерфейса из Photoshop. Выберите любой из .PNG-файлов, и остальные будут выбраны автоматически. Файлы должны находиться в папке, созданной инструментом для экспорта."
"DOTA_Workshop_HudSkin_Help"	"Помощь по стилям интерфейса"
"DOTA_Workshop_CursorPack_Intro"	"Набор курсоров – это набор изображений, заменяющих стандартные внутриигровые курсоры."
"DOTA_Workshop_CursorPack_Desc"	"Набор файлов в формате .BMP и .ANI, которые заменят курсоры. Также необходимо изображение этих же курсоров в формате .PNG. Выберите файл icon.png, который будет иконкой вашего набора в инвентаре, а остальные файлы выберутся автоматически."
"DOTA_Workshop_CursorPack_Help"	"Помощь по курсорам"
"DOTA_Workshop_ImportLoadingScreen"	"ИМПОРТИРОВАТЬ ЗАГРУЗОЧНЫЙ ЭКРАН"
"DOTA_Workshop_LoadingScreen_Intro"	"Изображение, которое заменяет стандартный загрузочный экран Dota 2"
"DOTA_Workshop_LoadScreen_Preview_Title"	"Предпросмотр обрезки сторон"
"DOTA_UI_LoadScreen_16_9"	"Формат 16:9"
"DOTA_UI_LoadScreen_16_10"	"Формат 16:10"
"DOTA_UI_LoadScreen_4_3"	"Формат 4:3"
"DOTA_Workshop_ImportChatEmoticon"	"ИМПОРТИРОВАТЬ СМАЙЛИК"
"DOTA_Workshop_ChatEmoticon_Intro"	"Анимированный смайлик"
"DOTA_Workshop_ChatEmoticon_Help"	"Помощь по смайликам"
"DOTA_Workshop_ChatEmoticon_ItemName"	"Ключевое слово для смайлика"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"Предполагаемое ключевое слово смайлика"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"Длительность кадра"
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"Основной кадр"
"DOTA_Workshop_ChatEmoticon_DefaultFrame_Desc"	"Номер кадра, который показывается, когда закончилась анимация смайлика. В диапазоне кадров от нуля до последнего кадра минус один. Используйте -1, чтобы автоматически выбрать последний кадр. Если информация не указана, будет использоваться первый кадр (0)."
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"Предпросмотр смайлика"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Предпросмотр"
"DOTA_Workshop_File_ChatEmoticon"	"Исходное изображение (файлы .png)"
"DOTA_Workshop_Attachments_Desc"	"Точки фиксации — это места на модели, на которые игра может поместить некоторые эффекты. У каждой точки фиксации есть координаты и угол, на котором она отклоняется от кости модели. Укажите для каждой требуемой точки фиксации имя кости. Как только мы построим импортированную модель, вы сможете увидеть на предварительном просмотре указанные вами точки фиксации и подтвердить их использование."
"DOTA_Workshop_Attachments_UIBlock"	"Вложения %s1"
"DOTA_Workshop_Attachment_HitLocation"	"Название кости точки попадания"
"DOTA_Workshop_Attachment_LeftEye"	"Название кости левого глаза"
"DOTA_Workshop_Attachment_RightEye"	"Название кости правого глаза"
"DOTA_Workshop_Attachment_AttackPoint"	"Название кости точки атаки"
"DOTA_Workshop_Attachment_AttackPoint_Desc"	"У воинов дальнего боя в этой точке начинается полет снаряда. У воинов ближнего боя в этой точке появляются эффекты удара (например, брызги крови)."
"DOTA_Workshop_Attachment_AttackPoint2"	"Название кости точки атаки вспомогательного оружия"
"DOTA_Workshop_Attachment_Mouth"	"Название кости рта"
"DOTA_Workshop_Attachment_Mouth_Desc"	"Обозначает место, где будут располагаться эффекты частиц, необходимые для рта юнита."
"DOTA_Workshop_Attachment_BowTop"	"Верхняя точка фиксации тетивы"
"DOTA_Workshop_Attachment_BowTop_Desc"	"Задает место, в котором фиксируется эффект частицы верхнего конца тетивы."
"DOTA_Workshop_Attachment_BowMid"	"Средняя точка фиксации тетивы"
"DOTA_Workshop_Attachment_BowMid_Desc"	"Задает место, в котором фиксируется эффект частицы середины тетивы. Используется при изгибе тетивы во время стрельбы."
"DOTA_Workshop_Attachment_BowBot"	"Нижняя точка фиксации тетивы"
"DOTA_Workshop_Attachment_BowBot_Desc"	"Задает место, в котором фиксируется эффект частицы нижнего конца тетивы."
"DOTA_Workshop_Attachment_LowerStaff"	"Нижняя точка фиксации на посохе Earth Spirit"
"DOTA_Workshop_Attachment_LowerStaff_Desc"	"Указывает, где на модели посоха должен быть прикреплен нижний эффект частиц."
"DOTA_Workshop_Attachment_UpperStaff"	"Верхняя точка фиксации на посохе Earth Spirit"
"DOTA_Workshop_Attachment_UppperStaff_Desc"	"Указывает, где на модели посоха должен быть прикреплен верхний эффект частиц."
"DOTA_Workshop_Animation_Desc"	"Анимации — это файлы с расширением .dmx, .smd, либо .fbx, в которых содержатся отдельные анимации для вашей модели."
"DOTA_Workshop_Animation_UIBlock"	"Анимации %s1"
"DOTA_Workshop_Preview_Anim"	"Анимация:"
"DOTA_Workshop_Preview_Gesture"	"Наложение:"
"DOTA_Workshop_Preview_Skin"	"Текстура:"
"DOTA_Workshop_Preview_Model"	"Модель:"
"DOTA_Workshop_Preview_Attachment"	"Выделить точку фиксации:"
"DOTA_Workshop_Preview_NoAttachment"	"Нет"
"DOTA_Workshop_Preview_ShowReference"	"Показать основу"
"DOTA_Workshop_ImportError"	"Ошибка импорта"
"DOTA_Workshop_Error"	"Ошибка импорта"
"DOTA_Workshop_Quicksave_Fail"	"Ошибка сохранения"
"DOTA_Workshop_LOD1Title_Ward"	"Внутриигровая геометрия"
"DOTA_Workshop_Mat0Title_Ward"	"Текстуры Observer Ward"
"DOTA_Workshop_Mat1Title_Ward"	"Текстуры Sentry Ward"
"DOTA_Workshop_Animation_Spawn"	"Возрождение"
"DOTA_Workshop_Animation_Idle"	"Бездействие"
"DOTA_Workshop_Animation_IdleRare"	"Бездействие, редкая"
"DOTA_Workshop_Animation_Run"	"Бег"
"DOTA_Workshop_Animation_RunRare"	"Бег, редкая"
"DOTA_Workshop_Animation_RunHaste"	"Ускорение"
"DOTA_Workshop_Animation_RunInjured"	"Бег при ранениях"
"DOTA_Workshop_Animation_Die"	"Смерть"
"DOTA_Workshop_Animation_Attack"	"Атака"
"DOTA_Workshop_Animation_Attack2"	"Вспомогательная атака"
"DOTA_Workshop_Animation_Flail_Desc"	"Повторяющаяся анимация, использующаяся, когда юнит выведен из строя и перемещается (напр. под воздействием Eul's Scepter of Divinity, Black Hole, Tornado)"
"DOTA_Workshop_Animation_TurnPoseCenter"	"Движение прямо"
"DOTA_Workshop_Animation_TurnPoseLeft"	"Поворот налево"
"DOTA_Workshop_Animation_TurnPoseRight"	"Поворот направо"
"DOTA_Workshop_Animation_PortraitIdle"	"Портрет при бездействии"
"DOTA_Workshop_Animation_BackLeftIdle"	"Бездействие слева сзади"
"DOTA_Workshop_Animation_LeftIdle"	"Бездействие слева"
"DOTA_Workshop_Animation_RightIdle"	"Бездействие справа"
"DOTA_Workshop_Animation_BackRightIdle"	"Бездействие справа сзади"
"DOTA_Workshop_Animation_BackLeftAttack"	"Атака слева сзади"
"DOTA_Workshop_Animation_LeftAttack"	"Атака слева"
"DOTA_Workshop_Animation_RightAttack"	"Атака справа"
"DOTA_Workshop_Animation_BackRightAttack"	"Атака справа сзади"
"DOTA_Filter_Field_Category"	"Меткам"
"DOTA_Armory_Tags_Popup_Title"	"Задать метки"
"DOTA_Armory_Attributes"	"Атрибуты"
"DOTA_Event_Level"	"Уровень"
"DOTA_Skip"	"Пропустить"
"DOTA_Done"	"Готово"
"DOTA_TryAgain"	"Еще раз"
"DOTA_Treasure_OpenAnother"	"Открыть еще"
