"dota"
{
"DOTA_Accept"	"Kabul Et"
"DOTA_Workshop_BrowseForZipCaption"	"Sıkıştırma Seçin"
"DOTA_Workshop_BrowseForZipFilter"	"Atölye Gönderimleri"
"DOTA_Workshop_BrowseForSessionCaption"	"Atölye Oturumunu Seçin"
"DOTA_Workshop_BrowseForSessionFilter"	"Atölye Oturumu"
"DOTA_Workshop_LoadSession"	"Oturumu Yükle"
"DOTA_Workshop_SaveSession"	"Oturumu Kaydet"
"DOTA_Workshop_LoadSessionError"	"Oturumu Yüklerken Hata Oluştu"
"DOTA_Workshop_SaveSessionError"	"Oturum Kaydedilirken Hata Oluştu"
"DOTA_Workshop_Err_SessionSaveKV3"	"İç Hata (KV3 Kaydı: %1)"
"DOTA_Workshop_Err_SessionSaveNoTemplate"	"İç Hata (Şablon yok)"
"DOTA_Workshop_Err_SessionLoadKV3"	"İç Hata (KV3 Yükü: %1)"
"DOTA_Workshop_Err_SessionLoadBadData"	"İç Hata (Hatalı Veri Yükü: %1)"
"DOTA_Workshop_Err_SessionLoadBadTemplate"	"Bilinmeyen şablon ismi: '%1'"
"DOTA_Workshop_Err_Misc"	"İç Hata (%1)"
"DOTA_Workshop_Err_BadCfg"	"İç Hata (Eksik Beklenen '%1': %2)"
"DOTA_Workshop_Err_BadUI"	"İç Hata (Hatalı Yapılandırılmış Kullanıcı Arabirimi, Beklenen '%1': %2)"
"DOTA_Workshop_Err_BadSession"	"İç Hata (Hatalı Yapılandırılmış Oturum, Beklenen '%1': %2)"
"DOTA_Filter_Field_Category"	"Etiketler"
"DOTA_Armory_Tags_Popup_Title"	"Etiketleri Ayarla"
"DOTA_Armory_Attributes"	"Özellikler"
"DOTA_Event_Level"	"Seviye"
"DOTA_Skip"	"Geç"
"DOTA_Done"	"Tamam"
"DOTA_TryAgain"	"Tekrar Dene"
"DOTA_Treasure_OpenAnother"	"Başka bir tane aç"
"DOTA_Treasure_OpenTreasure"	"Hazineyi aç"
"DOTA_Treasure_OpenNoDupe"	"Açacağın her hazine aşağıda gösterilen eşyalardan {d:items_per_treasure} tanesini içerir. Her birini toplayana kadar sahip olduğun eşyaları almayacaksın. Eğer şanslıysan aynı zamanda nadir eşyalardan birini de alabilirsin."
"DOTA_Treasure_OpenDupe"	"Açacağın her hazine aşağıda gösterilen eşyalardan {d:items_per_treasure} tanesini içerir. Zaten sahip olduğun eşyalar çıkabilir. Eğer şanslıysan aynı zamanda nadir eşyalardan birini de alabilirsin."
"DOTA_Treasure_OpenFailed_NoItem"	"Envanterinizde açıılacak bir hazine bulunamadı."
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"Hazineden alınan eşya listesine ulaşılamıyor."
"DOTA_Treasure_OpenSuccess"	"Tebrikler! Aldığınız:"
"dota_settings_force_right_click_attack"	"Sağ-Tık Saldırıyı Zorla"
"DOTA_Settings_Tooltip_Force_Right_Click_Attack"	"Dost bir birime sağ tıklamak kahramanının o birime saldırma komutu vermesini sağlar."
"DOTA_Effigy_AcceptCustomize"	"Heykel Ekipmanını Kabul Et"
"DOTA_Effigy_CancelCustomize"	"Heykel Ekipmanını İptal Et"
"DOTA_Custom_Game_Created_By"	"<b>{g:dota_persona:author}</b> tarafından tasarlandı"
"DOTA_Custom_Game_Dedicated_Servers"	"Özelleştirilmiş Sunucular"
"DOTA_Custom_Game_Dedicated_Servers_I"	"Bu özel oyun özelleştirilmiş sunucu desteğine sahiptir. Oynanan oyunlar Valve tarafından özelleştirilmiş sunucularda oynanacaktır."
"dota_settings_rangefinder"	"Kullanım Sırasında Yetenek Menzil Bulucuyu Göster"
"DOTA_View_Details"	"Detayları Görüntüle"
"DOTA_TabName_Featured"	"Öne Çıkan"
"DOTA_TabName_Heroes"	"Kahramanlar"
"DOTA_Friends_ID"	"Arkadaş ID'si:"
"DOTA_Profile_Edit"	"Profili Düzenle"
"DOTA_Profile_LifetimeStats"	"Tüm İstatistikler"
"DOTA_Profile_ViewSteamProfile"	"Steam Profilini Görüntüle"
"DOTA_Profile_SendMessage"	"İleti Gönder"
"DOTA_Trophies_ViewAvailable"	"Mevcut"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp}<span class=\"TrophyPointTextSmall\">KP</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp}<span class=\"TrophyPointTitleSmall\">KP</span>"
"DOTA_TrophyDetails_PointsPerLevel"	"Her seviye artışında {d:trophy_points_per_level} Kupa Puanı kazanın."
"DOTA_Trophy_Upgraded"	"Kupa Geliştirildi"
"DOTA_Trophy_Achieved"	"Kupa Kazanıldı"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} Kupa Puanı"
"DOTA_ProfileBadge_Upgraded"	"Profil Rozeti Yükseltildi"
"DOTA_Lobby_Settings_Tournament_None"	"Hiçbiri"
"DOTA_Lobby_Settings_Tournament"	"Lig"
"DOTA_WatchReplaysConextMenu_Watch"	"İzle"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Şimdi İndir ve İzle"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"İndir ve Daha Sonra İzle"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Daha Sonra İzle"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Daha Sonra İzle'den Çıkar"
"DOTA_WatchReplays_Game1"	"Oyun 1"
"DOTA_WatchReplays_Game2"	"Oyun 2"
"DOTA_WatchReplays_Game3"	"Oyun 3"
"DOTA_WatchReplays_Game4"	"Oyun 4"
"DOTA_WatchReplays_Game5"	"Oyun 5"
"DOTA_WatchReplayError"	"Tekrar İzlerken Hata"
"DOTA_WatchReplayError_Incompatible"	"Bu tekrar, Dota'nın mevcut sürümüyle uyumlu değil."
"DOTA_WatchReplayError_DoesNotExist"	"Bu Maç mevcut değil."
"DOTA_WatchTournaments_PrizePoolLabel"	"ödül havuzu"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Bilet {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Bileti Etkinleştir"
"DOTA_WatchTournaments_LiveGames"	"- CANLI OYUNLAR MEVCUT"
"DOTA_WatchTournaments_View"	"Görüntüle"
"DOTA_WatchTournaments_Region_NA"	"Kuzey Amerika"
"DOTA_WatchTournaments_Region_SA"	"Güney Amerika"
"DOTA_WatchTournaments_Region_EU"	"Avrupa"
"DOTA_WatchTournaments_Region_RU"	"Rusya"
"DOTA_WatchTournaments_Region_CN"	"Çin"
"DOTA_WatchTournaments_Region_SEA"	"Güneydoğu Asya"
"DOTA_WatchTournament_BestOf3"	"3 maçlık"
"DOTA_WatchTournament_BestOf5"	"5 maçlık"
"DOTA_WatchTournament_Website"	"Turnuva Web Sitesini Görüntüle"
"DOTA_WatchTournament_Compendium"	"Dergiyi Görüntüle"
"DOTA_WatchTournament_Page"	"Sayfa {i:page_cur} / {i:page_max}"
"DOTA_WatchTournament_Spectators"	"{i:spectators} İzliyor"
"DOTA_ShuffledItem_Label"	"Karıştırmada"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"Kuşan"
"DOTA_Feed_Title"	"Arkadaş Yayını"
"DOTA_Armory_Category_EffigyBlocks"	"Blok Heykelleri"
"DOTA_Armory_Category_EffigyReforgers"	"Heykel Düzenleyiciler"
"DOTA_Armory_Category_Leagues"	"Lig Eşyaları"
"DOTA_Armory_Category_Charms"	"Nazarlıklar"
"DOTA_Armory_Category_CharmFragments"	"Nazarlık Parçaları"
"DOTA_Armory_Category_MegaKills"	"Hunharca Saldırılar"
"DOTA_Armory_Category_Treasures"	"Hazineler"
"DOTA_Armory_Category_Gifts"	"Hediyeler"
"DOTA_Armory_Category_Bundles"	"Paketler"
"DOTA_Armory_Category_Compendiums"	"Dergiler"
"DOTA_Armory_Category_Tools"	"Araçlar"
"DOTA_Armory_ActiveFilterLabel"	"Filtre:"
"DOTA_Armory_EditFilter"	"Filtreyi Düzenle"
"DOTA_Armory_ContextMenu_AddShuffle"	"Karıştıra Ekle"
"DOTA_Armory_ContextMenu_RemoveShuffle"	"Karıştırdan Çıkart"
"DOTA_Armory_Filter_Tradeable"	"TAKAS EDİLEBİLİR"
"DOTA_Armory_Filter_Equipped"	"KUŞANILAN"
"DOTA_Armory_Filter_Duplicate"	"KOPYA"
"DOTA_Armory_Filter_HasSockets"	"YUVALARA SAHİP"
"DOTA_Armory_Filter_IsJunk"	"ÇÖP OLARAK İŞARETLENDİ"
"DOTA_Armory_Filter_WillExpire"	"BİTİŞ TARİHİ"
"DOTA_Armory_Filter_IsBundle"	"PAKET"
"DOTA_Armory_Filter_IsGift"	"GELEN HEDİYELER"
"DOTA_Armory_Filter_Rarity"	"NADİRLİK"
"DOTA_Armory_Filter_Quality"	"NİTELİK"
"DOTA_Armory_Filter_Tags"	"ETİKETLER"
"DOTA_Armory_Filter_Delete"	"Filtreyi Sil"
"DOTA_Armory_Filter_CreateNew"	"Yeni Filtre..."
"DOTA_Armory_Filter_FilterName"	"Filtre Adı"
"DOTA_Armory_Filter_Required"	"GEREKLİ"
"DOTA_tooltip_econ_item_tags"	"Etiketler"
"Compendium_LeagueID"	"Lig ID"
"Compendium_InvalidLeagueID"	"Geçersiz veya olmayan Lig ID'si belirtildi."
"Compendium_Unsupported"	"Dergi Desteklenmiyor"
"Compendium_Unsupported_Desc"	"Bu Dergi önceki sürümde ve şimdilik desteklenmiyor."
"Compendium_TestingBadLeagueID"	"Dergi veri dosyasında eksik veya geçersiz 'league_id' anahtarı."
"DOTA_GlobalItems_CursorPacks"	"İmleç Paketleri"
"DOTA_Workshop_Materials"	"Materyaller"
"DOTA_Workshop_Meshes"	"Ağ Örgüsü"
"DOTA_Workshop_EditTarget"	"Hedefi Düzele"
"DOTA_Workshop_Err_AddToZip"	"Sıkıştırmaya doya ekleme başarısız: %1"
"DOTA_Workshop_Err_BadPath"	"Hatalı Yol '%1'"
"DOTA_Workshop_Err_ZipWithoutManifest"	"Atölye Dışı Sıkıştırma (açıklama yok)"
"DOTA_Workshop_UnrecognizedTemplate"	"Tanınmayan atölye şablonu"
"DOTA_Popup_Item_Received_Header_Unknown"	"Bir eşya aldınız!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Bir eşya aldınız!"
"DOTA_Popup_Item_Received_Header_Crafted"	"Bir eşya işlediniz!"
"DOTA_Popup_Item_Received_Header_Traded"	"Bir eşya takasladınız!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Bir eşya satın aldınız!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Bir eşya aldınız!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Bir hediye aldınız!"
"DOTA_Popup_Item_Received_Header_Support"	"Müşteri Desteği size bir eşya verdi!"
"DOTA_Popup_Item_Received_Header_Promotion"	"Bir mağaza promosyon eşyası aldınız!"
"DOTA_Popup_Item_Received_Header_Earned"	"Bir eşya kazandınız!"
"DOTA_Popup_Item_Received_Header_Refunded"	"Bir eşya iadeniz yapıldı!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"Bir eşyayı hediye paketlediniz!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Başka bir oyundan eşya buldunuz!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"Bir koleksiyon ödülü aldınız!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Yeni bir eşya test ediyorsunuz!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Bir eşya satın aldınız!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Bir eşya kazandınız!"
"DOTA_Popup_Item_Received_Header_Recycling"	"Bir eşya işlediniz!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"Bir turnuva eşyası aldınız!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"Bir eşya işlediniz!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Bir eşya satın aldınız!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"Bir eşya çıkarttınız!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"Bir Dergi Ödülü aldınız!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"Bir Dergi Eşyası aldınız!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} / {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Kabul Et"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Tümünü Kabul Et ({d:item_n})"
"DOTA_TrophyDetails_PointsPerInterval"	"Her {d:trophy_points_interval_size} seviyesi kadar {d:trophy_points_per_level} Kupa Puanı kazan."
"dota_casters"	"Yayıncılar"
"LobbySetting_League"	"Lig"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"{g:dota_item_price:ticket_itemdef} bileti"
"DOTA_WatchLive_Activate"	"Bileti Etkinleştir"
"DOTA_WatchLive_LoadMore"	"Daha Fazla Yükle"
"DOTA_WatchReplays_Pending"	"Bekliyor..."
"DOTA_WatchReplays_Downloading"	"İndiriliyor...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"Açılıyor...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Yayıncılar: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"Seti Kuşan"
"DOTA_Armory_Tag1_Default"	"Etiket 1"
"DOTA_Armory_Tag2_Default"	"Etiket 2"
"DOTA_Armory_Tag3_Default"	"Etiket 3"
"DOTA_Armory_Tag4_Default"	"Etiket 4"
"DOTA_Armory_Tag5_Default"	"Etiket 5"
"DOTA_Armory_Tag6_Default"	"Etiket 6"
"DOTA_Armory_Tag7_Default"	"Etiket 7"
"DOTA_Armory_Tag8_Default"	"Etiket 8"
"dota_page_match_details_replay_existence_decompressing"	"Açılıyor..."
"DOTA_Workshop_TextureName_trans"	"Şeffaflık"
"DOTA_Workshop_TextureName_normal"	"Normal"
"DOTA_Workshop_TextureName_detailmask"	"Detay Maskesi"
"DOTA_Workshop_TextureName_diffusemask"	"Uzamış/Fresnel Maske"
"DOTA_Workshop_TextureName_metalnessmask"	"Metallik Maske"
"DOTA_Workshop_TextureName_specmask"	"Aynasal Yoğunluk Maskesi"
"DOTA_Workshop_TextureName_rimmask"	"Arka Işık Yoğunluğu Maskesi"
"DOTA_Workshop_TextureName_basetintmask"	"Temel Renk Maskesi"
"DOTA_Workshop_TextureName_specexp"	"Aynasal Aydınlatma"
"DOTA_Workshop_TextureDetails_color"	"Renk haritası"
"DOTA_Workshop_TextureDetails_trans"	"Dokunun opak olup olmadığını belirler (beyaz opak, siyah görünmez)"
"DOTA_Workshop_TextureDetails_normal"	"Dik harita"
"DOTA_Workshop_TextureDetails_detailmask"	"Detay haritasının görünürlüğünü belirler (sadece materyalin detay haritası etkinse)"
"DOTA_Workshop_Ward_Model"	"Göz Modeli"
"DOTA_Workshop_CreateNewItem"	"Yeni Öğe Oluştur"
"DOTA_Workshop_Err_Model_Portrait_NotEdited"	"%1 modeli için portre ayarlanmadı."
"DOTA_PreviewSounds_ExampleSounds"	"Örnek Sesler"
"DOTA_Tournament_Premium"	"Seçkin"
"DOTA_Tournament_Professional"	"Profesyonel"
"DOTA_Tournament_Amateur"	"Amatör"
"DOTA_Treasure_MarketPurchase"	"Pazarda"
"DOTA_Treasure_HelpHeader"	"Her hazine bu öğelerden {d:items_per_treasure} tane içermekte"
"DOTA_Treausre_HelpNoDupe"	"Satın alınıp açılana kadar, hangisini alacağınızı bilemezsiniz. Eğer birden fazla satın alırsanız, nadir olmayan her eşyadan bir tane sahip olana kadar o eşyaların kopyalarını alamayacaksınız."
"DOTA_Treasure_HelpDupe"	"Satın alınıp açılana kadar, hangisini alacağınızı bilemezsiniz. Eğer birden fazla satın alırsanız, kopyalarını alabilirsiniz."
"DOTA_Treasure_HelpRares"	"Ayrıca eğer çok şanslıysan, aldığın normal eşyalara ek olarak bir de nadir bonus eşyalardan birini alabilirsin."
"DOTA_Treasure_FilterAvailable"	"Mevcut"
"DOTA_Treasure_FilterOwned"	"Açılmamış ({d:treasures_owned_count})"
"DOTA_Treasure_FilterAll"	"Tümü"
"DOTA_Workshop_ValveSelectItemID"	"Eşya ID'si Seç"
"DOTA_Workshop_Err_FailedToLoadMaterialTemplate"	"Materyal şablonu yüklenemedi: '%1'"
"DOTA_Workshop_ExtraMiscTags"	"Ekstra Etiketler"
"DOTA_Workshop_ExtraBrandingTags"	"Damgalama Etiketleri"
"DOTA_Workshop_Tags_SingleItem"	"Tek Eşya"
"DOTA_Trophies_ViewMyCollection"	"Koleksiyonum"
"DOTA_Trophies_ViewActive"	"Aktif"
"DOTA_Trophies_Info"	"Dota Seviyenizi yükseltmek için Kupalar kazanın.<br><br>Her kupa, bir sonraki Dota seviyenize yönelik farklı miktarlarda Kupa Puanı ile katkıda bulunur. Kupa Puanları, ne zaman bir kupa kazanılır veya bir üst sınıfa geliştirilirse kazanılır.<br><br>100 Kupa Puanı = 1 Dota Seviyesi."
"DOTA_Custom_Game_About"	"Hakkında"
"DOTA_Custom_Game_Updates"	"Güncellemeler"
"DOTA_Workshop_Reset_To_Default"	"Varsayılana Sıfırla"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Model yüklenemedi: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Sonbahar 2015"
"DOTA_Profile_SaveChanges"	"Değişiklikleri Kaydet"
"dota_lobby_broadcast_channel_title"	"Yayın Kanalları"
"dota_settings_shadowquality_off"	"Kapalı"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Bölge"
"dota_lobby_browser_all_regions"	"Tüm Bölgeler"
"DOTA_Armory_Category_Event"	"Sonbahar Dergisi"
"DOTA_Armory_Category_CompendiumLevels"	"Seviye"
"DOTA_Armory_Category_CompendiumCoins"	"Altın"
"dota_profile_recent_games_option_show_custom_games"	"Özel Oyunları Göster"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Orijinal İsim:"
"DOTA_econ_item_details_add_socket"	"Yuva Ekle"
"DOTA_econ_item_details_add_gem"	"Taş Ekle"
"DOTA_econ_item_details_extract_gem_short"	"Çıkar"
"DOTA_econ_item_details_reset_gem"	"Sıfırla"
"DOTA_econ_item_details_gift_header"	"Hediye"
"DOTA_econ_item_details_gift_clear_gifter"	"Hediye Edenin Adını Sil"
"DOTA_econ_item_details_sockets_header"	"Yuvalar"
"DOTA_econ_item_details_styles_header"	"Stiller"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Seçili"
"DOTA_econ_item_details_style_available"	"Seç"
"DOTA_econ_item_details_style_locked"	"Kilitli"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Açıklama"
"DOTA_econ_item_details_description_reset"	"Sıfırla"
"DOTA_econ_item_details_description_edit"	"Düzenle"
"DOTA_Crafting"	"İşleme"
"DOTA_Crafting_Confirm"	"Yeni bir şeyler için bu eşyaları işlemek istediğinden emin misin?"
"DOTA_CraftingResult_Success"	"Başarılı! Eşyalarınızın tadını çıkarın!"
"DOTA_CraftingResult_OfferingDisabled"	"Bu işleme tarifi şu an devre dışı. Lütfen daha sonra tekrar deneyin."
"DOTA_CraftingResult_InvalidItems"	"Başarısız: geçersiz öğeler."
"DOTA_CraftingResult_InternalError"	"Başarısız: iç hata."
"DOTA_CraftingResult_MissingLeague"	"Başarısız: bu tarifi kullanmak için dergiye sahip olmalısın."
"DOTA_Workshop_Attachment_Edit_Disabled"	"Eklenti noktası düzenleme şu anda desteklenmiyor. Bu işlev gelecekteki bir güncelleme ile eklenecek."
"DOTA_Workshop_Mat0Title"	"Malzeme Dosyaları"
"DOTA_Workshop_SubmitNew"	"Gönder"
"DOTA_Workshop_SubmitUpdate"	"Güncellemeyi Gönder"
"DOTA_Workshop_SelectImportType"	"Ne yayınlıyorsunuz?"
"DOTA_Workshop_SelectImportType_Desc"	"Aşağıdaki seçeneklerden girdi türünü seçiniz."
"DOTA_Workshop_SelectHero"	"Kahraman Seç"
"DOTA_Workshop_SelectHeroWearable"	"Kuşanılabilir Öğe"
"DOTA_Workshop_SelectAbility"	"Yetenek Seç"
"DOTA_Workshop_SelectHeroAbilityModel"	"Yetenek Modeli"
"DOTA_Workshop_SubmissionTypeImagesTitle"	"Ne tür resim yayınlıyorsun?"
"DOTA_Workshop_SubmissionType_Wearable"	"Kuşanılabilir Eşya"
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Belirli bir kahramanın modeline eklenecek model geometrisi."
"DOTA_Workshop_SubmissionType_Courier"	"Kurye"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Oyun içinde takımın kara ve hava kuryesi görevini görmek üzere farklı animasyonlara sahip iki farklı model gerekmektedir."
"DOTA_Workshop_SubmissionType_Ward_Desc"	"İzleyici ve nöbetçi göz olarak oyun içinde kullanılacak animasyonlu bir model gerekiyor."
"DOTA_Workshop_SubmissionType_Other"	"Diğer"
"DOTA_Workshop_SubmissionType_Other_Desc"	"Diğer gönderi tiplerine uymayan bir gönderi."
"DOTA_Workshop_SubmissionType_Ability"	"Yetenek Modeli"
"DOTA_Workshop_SubmissionType_Ability_Desc"	"Belirli bir Kahraman'ın büyü veya yetenekleriyle ilgili değişimi yapmak için bir veya birden fazla animasyonlu model veya modeller gereklidir."
"DOTA_Workshop_SubmissionType_HudSkin"	"Gösterge Görünümü"
"DOTA_Workshop_SubmissionType_HudSkin_Desc"	"Gösterge görünümünün yerine geçmesi için kullanılacak bir takım resimlerdir."
"DOTA_Workshop_SubmissionType_LoadingScreen"	"Yükleme Ekranı"
"DOTA_Workshop_SubmissionType_LoadingScreen_Desc"	"Yükleme ekranın yerini alacak bir resim."
"DOTA_Workshop_SubmissionType_Animation"	"Animasyon"
"DOTA_Workshop_SubmissionType_Animation_Desc"	"Bir kahramanın halihazırda bulunan animasyonlarının yerine geçecek animasyonlar. "
"DOTA_Workshop_SubmissionType_Images"	"Resimler"
"DOTA_Workshop_SubmissionType_AbilityIcons"	"Yetenek İkonları"
"DOTA_Workshop_SubmissionType_AbilityIcons_Desc"	"Bir Kahramanın yetenek ikonlarının yerini alacak bir set resim. "
"DOTA_Workshop_SubmissionType_ChatEmoticon"	"Sohbet İfadesi"
"DOTA_Workshop_SubmissionType_ChatEmoticon_Desc"	"Bir animasyonlu sohbet ifadesi."
"DOTA_Workshop_SubmissionType_CursorPack"	"İmleç Paketi"
"DOTA_Workshop_BrowseForInputFile"	"Girdi Dosyasını seç"
"DOTA_Workshop_BrowseForGeoFilter"	"Modeller"
"DOTA_Workshop_BrowseForImageFilter"	"Resim"
"DOTA_Workshop_BrowseForAnimFilter"	"Animasyonlar"
"DOTA_Workshop_BrowseForPsdFilter"	"PSD"
"DOTA_Workshop_Imported_S1Mask_Text"	"Aşağıdaki dosya(lar) yazıldı: %1"
"DOTA_Workshop_Imported_S1MaskOverwrite_Title"	"Dosyaların Üzerine Yaz?"
"DOTA_Workshop_Imported_S1MaskOverwrite_Text"	"UYARI\nAşağıdaki dosyaların üzerine yazmak istediğinizden emin misiniz?\n%1"
"DOTA_Workshop_SaveSessionPrompt_Title"	"Oturumu kaydet?"
"DOTA_Workshop_SaveSessionPrompt_Text"	"Mevcut oturumu kaydet?"
"DOTA_Workshop_SaveSessionPrompt_Text_PostSubmit"	"Yeniden yükleme sırasında kullanmak üzere bu oturumu kaydetmek ister misiniz?"
"DOTA_Workshop_Error_FailedToLoadTexture"	"Resim dosyası yüklenemiyor: %1"
"DOTA_Sale_24"	"Günlük İndirim"
"UI_File_Filter_PNG"	"PNG dosyaları (*.png)"
"DOTA_Teams_WindowTitle"	"TAKIMLAR"
"DOTA_TeamManagement_FullName"	"Tam Takım İsmi"
"DOTA_TeamManagement_TeamTag"	"Takım Etiketi"
"DOTA_TeamManagement_Country"	"Ülke"
"DOTA_TeamManagement_URL"	"Takımın URL adresi"
"DOTA_TeamKickLabel"	"At"
"DOTA_TeamKickMember"	"Takım Üyesini At"
"DOTA_TeamConfirmKickMember"	"Bu Takım Üyesini At?"
"DOTA_TeamCreateNewTeam"	"Yeni Takım Kur"
"DOTA_TeamsMyTeams"	"Takımlarım"
"DOTA_OfficialTeamInfo"	"Resmî Takım Bilgim"
"DOTA_TeamsManageTeams"	"Takımları Yönet"
"DOTA_TeamImagesBrowse"	"Göz At"
"DOTA_TeamBaseLogo"	"Takım Üs Logosu"
"DOTA_TeamBannerLogo"	"Takım Bayrak Logosu"
"DOTA_TeamSponsorLogo"	"Takım Sponsor Logosu"
"DOTA_TeamInterfaceLogo"	"Takım Arayüz Logosu"
"DOTA_TeamTeamID"	"Takım ID:"
"DOTA_TeamTeamAdmin"	"Takım Yetkilisi:"
"DOTA_TeamBasicInfo"	"Temel Bilgi"
"DOTA_TeamRoster"	"Kadro"
