"dota"
{
"DOTA_Accept"	"Akceptuj"
"DOTA_Workshop_Animation_Spawn_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze."
"DOTA_Workshop_Animation_Idle_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze. Jeśli są dostępne to osobne animacje bezczynności w portrecie można wysłać z twarzą pod normalnym kątem."
"DOTA_Workshop_Animation_IdleAlt_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze. Jeśli są dostępne to osobne animacje bezczynności w portrecie można wysłać z twarzą pod normalnym kątem."
"DOTA_Workshop_Animation_IdleRare_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze. Jeśli są dostępne to osobne animacje bezczynności w portrecie można wysłać z twarzą pod normalnym kątem."
"DOTA_Workshop_Animation_Run_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze."
"DOTA_Workshop_Animation_RunAlt_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze."
"DOTA_Workshop_Animation_RunRare_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze."
"DOTA_Workshop_Animation_RunHaste_Desc"	"Bardziej pochylona lub wydłużona sylwetka niż w normalnym biegu może pomóc w oddaniu zwiększenia prędkości."
"DOTA_Workshop_Animation_RunInjured_Desc"	"Pomocnym może okazać się skierowanie twarzy jednostki trochę w górę, by lepiej była widoczna z góry w widoku w grze."
"DOTA_Workshop_Animation_PortraitIdle_Desc"	"Jeżeli głowa modelu została podniesiona dla animacji bezczynności w grze, niech twarz jednostki będzie pod normalnym kątem, by była najlepiej widoczna w portrecie. Możesz zmniejszyć ruchy ciała, by jednostka nie wychodziła poza obręb ramki portretu."
"DOTA_Workshop_Animation_PortraitRare_Desc"	"Jeżeli głowa modelu została podniesiona dla animacji bezczynności w grze, niech twarz jednostki będzie pod normalnym kątem. Możesz zmniejszyć ruchy ciała, by jednostka nie wychodziła poza obręb ramki portretu."
"DOTA_Workshop_Animation_LoadoutIdle"	"Bezczynny w ekwipunku"
"DOTA_Workshop_Animation_LoadoutIdle_Desc"	"Jeżeli głowa modelu została podniesiona dla animacji bezczynności w grze, ustaw twarz jednostki pod normalnym kątem dla najlepszego widoku w ekwipunku."
"DOTA_Workshop_Animation_LoadoutRare"	"Rzadki bezczynny w ekwipunku"
"DOTA_Workshop_Animation_LoadoutRare_Desc"	"Jeżeli głowa modelu została podniesiona dla animacji bezczynności w grze, niech twarz jednostki będzie pod normalnym kątem, a końcowa i początkowa poza tej animacji niech będzie taka sama, jak początkowa i końcowa poza bezczynności w ekwipunku, by stworzyć gładkie przejścia animacji."
"DOTA_Workshop_SubmitNew"	"Wyślij"
"DOTA_Workshop_SubmitUpdate"	"Wyślij aktualizację"
"DOTA_Workshop_SelectImportType"	"Co publikujesz?"
"DOTA_Workshop_SelectImportType_Desc"	"Wybierz typ swojego importu z opcji poniżej."
"DOTA_Workshop_SelectHero"	"Wybierz bohatera"
"DOTA_Workshop_SelectSlot"	"Wybierz slot"
"DOTA_Workshop_NoSlots"	"Brak dostępnych slotów"
"DOTA_Workshop_SelectHeroWearable"	"Do noszenia"
"DOTA_Workshop_SelectAbility"	"Wybierz umiejętność"
"DOTA_Workshop_SelectHeroAbilityModel"	"Model umiejętności"
"DOTA_Workshop_SubmissionTypeImagesTitle"	"Jaki rodzaj obrazków chcesz opublikować?"
"DOTA_Workshop_SubmissionType_Wearable"	"Do noszenia"
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Geometria modelu, który łączy się z bazowym elementem modelu bohatera."
"DOTA_Workshop_SubmissionType_Courier"	"Kurier"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Dwa modele z animacjami wymaganymi do spełnienia funkcji kuriera drużyny."
"DOTA_Workshop_SubmissionType_Ward_Desc"	"Model wraz z animacjami wymaganymi do działania w grze jako observer i sentry ward."
"DOTA_Workshop_SubmissionType_Other"	"Inne"
"DOTA_Workshop_SubmissionType_Other_Desc"	"Wszystko inne, co nie pasuje do pozostałych kategorii."
"DOTA_Workshop_SubmissionType_Ability"	"Model umiejętności"
"DOTA_Workshop_SubmissionType_Ability_Desc"	"Jeden lub więcej modeli z animacjami wymaganymi, aby zmienić model powiązany z określonym zaklęciem lub umiejętnością bohatera."
"DOTA_Workshop_SubmissionType_HudSkin"	"Skórka interfejsu"
"DOTA_Workshop_SubmissionType_HudSkin_Desc"	"Zestaw obrazów zaprojektowanych do zmiany wyglądu interfejsu."
"DOTA_Workshop_SubmissionType_LoadingScreen"	"Ekran ładowania"
"DOTA_Workshop_SubmissionType_LoadingScreen_Desc"	"Obraz, który zastąpi ekran ładowania."
"DOTA_Workshop_SubmissionType_Animation"	"Animacja"
"DOTA_Workshop_SubmissionType_Animation_Desc"	"Animacja, która zastępuje jedną lub więcej z istniejących animacji bohatera."
"DOTA_Workshop_SubmissionType_Images"	"Obrazki"
"DOTA_Workshop_SubmissionType_Images_Desc"	"Zgłoszenia składające się z obrazów takich jak ekrany ładowania, skórki interfejsu, ikony umiejętności oraz emotikony czatu."
"DOTA_Workshop_SubmissionType_AbilityIcons"	"Ikony umiejętności"
"DOTA_Workshop_SubmissionType_AbilityIcons_Desc"	"Zestaw obrazków zastępujący ikony umiejętności bohatera."
"DOTA_Workshop_SubmissionType_ChatEmoticon"	"Emotikona czatu"
"DOTA_Workshop_SubmissionType_ChatEmoticon_Desc"	"Animowana emotikona czatu."
"DOTA_Workshop_SubmissionType_CursorPack"	"Zestaw kursorów"
"DOTA_Workshop_SubmissionType_CursorPack_Desc"	"Zestaw kursorów, który zastępuje domyślny kursor."
"DOTA_Workshop_Err_InvalidChars"	"Nieobsługiwane znaki (Dozwolone wyłącznie małe znaki alfanumeryczne i podkreślnik)"
"DOTA_Workshop_BrowseForInputFile"	"Wybierz plik wejściowy"
"DOTA_Workshop_BrowseForGeoFilter"	"Modele"
"DOTA_Workshop_BrowseForImageFilter"	"Obraz"
"DOTA_Workshop_BrowseForAnimFilter"	"Animacje"
"DOTA_Workshop_BrowseForPsdFilter"	"PSD"
"DOTA_Workshop_ImportS1Mask1"	"Importuj maskę numer 1 dla Source 1"
"DOTA_Workshop_ImportS1Mask1_Details"	"Dzieli maskę nr 1 dla Source 1 (szczegółowość, rozpraszanie, metaliczność, samooświetlenie) w komponenty w stylu Source 2"
"DOTA_Workshop_ImportS1Mask2"	"Importuj maskę numer 2 dla Source 1"
"DOTA_Workshop_ImportS1Mask2_Details"	"Dzieli maskę nr 2 dla Source 1 (lustrzane, geometryczne, odcień bazowy, lustrzane wykładnicze) w komponenty w stylu Source 2"
"DOTA_Workshop_Imported_S1Mask_Title"	"Zaimportowano maskę dla Source 1"
"DOTA_Workshop_Imported_S1Mask_Text"	"Utworzono następujące pliki: %1"
"DOTA_Workshop_Imported_S1MaskOverwrite_Title"	"Nadpisać pliki?"
"DOTA_Workshop_Imported_S1MaskOverwrite_Text"	"UWAGA!\nCzy na pewno chcesz nadpisać poniższe pliki?\n%1"
"DOTA_Workshop_SaveSessionPrompt_Title"	"Zapisać sesję?"
"DOTA_Workshop_SaveSessionPrompt_Text"	"Zapisać aktualną sesję?"
"DOTA_Workshop_SaveSessionPrompt_Text_PostSubmit"	"Czy chcesz zachować tę sesję, by móc z niej korzystać w trakcie ponownego przesyłania?"
"DOTA_Workshop_Err_S1Mask"	"Nie udało się przetworzyć maski dla Source 1"
"DOTA_Workshop_Error_FailedToLoadTexture"	"Nie udało się wczytać pliku obrazu: %1"
"DOTA_Workshop_Error_ImageSize"	"%1: Obraz ma niewłaściwy rozmiar: %3. Docelowy rozmiar to %4.\nWymiary obrazu muszą być potęgą 2, większe lub równe docelowemu rozmiarowi oraz posiadać te same proporcje szerokości do wysokości.\nObrazy o wymiarach większych niż docelowe zostaną automatycznie przeskalowane."
"DOTA_Sale_24"	"Wyprzedaż 24-godzinna"
"UI_File_Filter_PNG"	"Pliki PNG (*.png)"
"DOTA_Teams_WindowTitle"	"DRUŻYNY"
"DOTA_TeamManagement_FullName"	"Pełna nazwa drużyny"
"DOTA_TeamManagement_TeamTag"	"Tag drużyny"
"DOTA_TeamManagement_Country"	"Kraj"
"DOTA_TeamManagement_URL"	"URL drużyny"
"DOTA_TeamKickLabel"	"Wyrzuć"
"DOTA_TeamKickMember"	"Wyrzuć członka drużyny"
"DOTA_TeamConfirmKickMember"	"Wyrzucić tego członka drużyny?"
"DOTA_TeamCreateNewTeam"	"Utwórz nową drużynę"
"DOTA_TeamsMyTeams"	"Moje drużyny"
"DOTA_OfficialTeamInfo"	"Informacje o mnie"
"DOTA_TeamsManageTeams"	"Zarządzaj drużynami"
"DOTA_TeamImagesBrowse"	"Przeglądaj"
"DOTA_TeamBaseLogo"	"Logo bazy drużyny"
"DOTA_TeamBannerLogo"	"Logo sztandaru drużyny"
"DOTA_TeamSponsorLogo"	"Logo sponsora drużyny"
"DOTA_TeamInterfaceLogo"	"Logo interfejsu drużyny"
"DOTA_TeamTeamID"	"ID drużyny:"
"DOTA_TeamTeamAdmin"	"Administrator drużyny:"
"DOTA_TeamBasicInfo"	"Podstawowe informacje"
"DOTA_TeamRoster"	"Skład"
"DOTA_TeamImages"	"Obrazki"
"DOTA_TeamPlayerRoster"	"Skład drużyny"
"DOTA_TeamInvitePlayer"	"Zaproś gracza"
"DOTA_TeamLeaveTeam"	"Opuść drużynę"
"DOTA_TeamJoinTeam"	"Dołącz do drużyny"
"DOTA_TeamDisbandTeam"	"Rozwiąż drużynę"
"DOTA_TeamDisbandTeamTooltip"	"Skład musi być pusty, by rozwiązać drużynę."
"DOTA_TeamInviteAPlayer"	"Wpisz nazwę znajomego..."
"DOTA_ProfileCard_CompendiumPanel_ComingSoon"	"Kompendium jesienne 2015 - niewydane"
"DOTA_GameMode_1"	"All Pick"
"DOTA_GameMode_2"	"Captains Mode"
"DOTA_GameMode_3"	"Random Draft"
"DOTA_GameMode_4"	"Single Draft"
"DOTA_GameMode_5"	"All Random"
"DOTA_GameMode_12"	"Least Played"
"DOTA_GameMode_13"	"Limited Heroes"
"DOTA_GameMode_16"	"Captains Draft"
"DOTA_GameMode_18"	"Ability Draft"
"DOTA_GameMode_20"	"All Random Death Match"
"DOTA_ChatTab_RegionRestriction"	"Dla dodatkowej prywatności na liście członków czatów regionalnych nie widać żadnych informacji poza nazwami."
"DOTA_JoinChatChannel_ChannelDistance"	"Odległość"
"DOTA_JoinChatChannel_Regional"	"Regionalne"
"DOTA_JoinChatChannel_Custom"	"Użytkownik"
"DOTA_JoinChatChannel_CustomGame"	"Niestandardowe gry"
"DOTA_JoinChatChannel_Locked"	"Czaty regionalne są aktualnie wyłączone w tym regionie."
"DOTA_Chat_ChannelDistance"	"{s:channel_distance} km"
"DOTA_Chat_CustomGameChannelName"	"{g:dota_custom_game_name:channel_name}"
"DOTA_ChatTarget_Prompt_CustomGame"	"Do [{g:dota_custom_game_name:custom_game_id}]:"
"DOTA_ChatTarget_Format_CustomGame"	"{g:dota_custom_game_name:custom_game_id}"
"DOTA_ChatCommand_ShareProfile"	"shareprofile"
"DOTA_ChatCommand_ShareProfile_Name"	"Udostępnij profil"
"DOTA_ChatCommand_ShareProfile_Description"	"Udostępnij w obecnym czacie link do swojego profilu."
"DOTA_ChatCommand_FlipCoin"	"flip"
"DOTA_ChatCommand_FlipCoin_Name"	"Rzuć monetą"
"DOTA_ChatCommand_FlipCoin_Description"	"Rzuć monetą, aby uzyskać losowy wynik: orła albo reszkę."
"DOTA_Chat_UnableToShareProfile"	"W tym czacie nie można udostępnić profilu."
"DOTA_CoinFlip_Heads"	"rzucam monetą: <span class=\"CoinFlipResult\">ORZEŁ</span>"
"DOTA_CoinFlip_Tails"	"rzucam monetą: <span class=\"CoinFlipResult\">RESZKA</span>"
"DOTA_CoinFlip_UnableToFlip"	"W tym czacie nie można rzucać monetą."
"DOTA_Chat_ShareProfileMessage"	"Mój profil to: <span class=\"ShareChatPersona\">[{s:share_persona}]</span>"
"DOTA_PlayerContextMenu_Ignore"	"Ignoruj użytkownika"
"DOTA_Frontpage_LastMatch_Title"	"Twój ostatni mecz"
"DOTA_Frontpage_LastMatch_Mode"	"Tryb"
"DOTA_Frontpage_LastMatch_KDA"	"Za / Zg / A"
"DOTA_Frontpage_LastMatch_Duration"	"Czas trwania"
"DOTA_Frontpage_LastMatch_Result"	"Wynik"
"DOTA_Frontpage_LastMatch_Items"	"Przedmioty"
"DOTA_Frontpage_WatchLive_Title"	"Najchętniej oglądana teraz gra"
"DOTA_Frontpage_FriendCustom_Title"	"Niestandardowa gra"
"DOTA_Frontpage_FriendCustom_IsPlaying"	"gra w"
"dota_settings_chat_join_regional"	"Dołącz do regionalnego czatu przy uruchomieniu gry"
"DOTA_Teams_NoInfo"	"Nie wprowadzono informacji"
"DOTA_Armory_Category_ScratchPad"	"Kolekcja"
"dota_profile_oi_cancel"	"Anuluj"
"DOTA_tooltip_econ_item_tournament_drop"	"Przedmiot turniejowy"
"DOTA_tooltip_econ_item_leaguename"	"{s:league_name}"
"DOTA_tooltip_econ_item_matchevent"	"{s:tournament_event}"
"DOTA_tooltip_econ_item_matchid"	"ID MECZU: {s:tournament_matchID}"
"DOTA_tooltip_econ_item_matchdate"	"OTRZYMUJE: {t:l:tournament_date}"
"DOTA_tooltip_econ_item_team1_name"	"{s:team1_name}"
"DOTA_tooltip_econ_item_unknown_team"	"Nieznana drużyna"
"DOTA_tooltip_econ_item_team2_name"	"{s:team2_name}"
"DOTA_tooltip_econ_item_VS"	"Kontra"
"DOTA_tooltip_econ_item_event_description"	"{s:event_description}"
"DOTA_Compendium_Coins_Increased"	"Liczba twoich monet Kompendium wzrosła"
"DOTA_Compendium_Coin_Bank"	"{d:coin_bank}"
"DOTA_Compendium_Coin_Plus"	"+"
"DOTA_Compendium_Coins_Gained"	"{d:coins_gained}"
"DOTA_Workshop_ImportS1Normal"	"Importuj mapę normalnych dla Source 1"
"DOTA_Workshop_ImportS1Normal_Details"	"Importuje mapę normalnych dla Source 1 (odwraca zielony kanał) i zapisuje ją w nowym pliku obok oryginalnego"
"DOTA_Workshop_Imported_S1Normal_Title"	"Zaimportowano mapę normalnych dla Source 1"
"DOTA_Workshop_Imported_S1Normal_Text"	"Następujący plik został zapisany: %1"
"DOTA_Workshop_Imported_S1NormalOverwrite_Title"	"Nadpisać plik?"
"DOTA_Workshop_Imported_S1NormalOverwrite_Text"	"UWAGA!\nCzy na pewno chcesz nadpisać poniższy plik?\n%1"
"DOTA_Workshop_Err_S1Normal"	"Nie udało się przetworzyć mapy normalnych dla Source 1"
"DOTA_Workshop_Items_Err_EmptyName"	"Nazwa nowego przedmiotu nie może być pusta"
"DOTA_Workshop_Items_Err_EmptyDescription"	"Opis nowego przedmiotu nie może być pusty"
"DOTA_Workshop_Items_Err_UpdateNeedsSelection"	"Wymagane jest wybranie przedmiotu do zaktualizowania"
"DOTA_Workshop_OpenInItemEditor"	"Otwórz w edytorze przedmiotów"
"DOTA_Workshop_ItemImport_PrefabType_Label"	"Typ prefabrykatu:"
"DOTA_Workshop_ItemImport_HeroName_Label"	"Bohater:"
"DOTA_Workshop_ItemImport_WearableSlot_Label"	"Slot do noszenia:"
"DOTA_Workshop_ItemImport_CreateItem_Name"	"Nazwa przedmiotu:"
"DOTA_Workshop_ItemImport_CreateItem_Description"	"Opis:"
"DOTA_Workshop_ItemImport_CreateItem_ReserveDefIndexFromGC"	"Zarezerwuj indeks od GC"
"DOTA_Workshop_ItemImport_UpdateItem_Label"	"Istniejące definicje przedmiotów"
"DOTA_Workshop_ItemImport_UpdateItem_Find_Label"	"Znajdź:"
"DOTA_Workshop_ItemImport_LoadItems_Progress"	"Definicje przedmiotów: %1"
"DOTA_Workshop_ItemImport_CreateNewItem_ReserveTestItemIndex_Failed"	"Brak dostępnych indeksów przedmiotu testowego!"
"DOTA_Workshop_ItemImport_CreateNewItem_ReserveTestItemIndex_FailedDesc"	"Brakuje wolnych indeksów do przydzielenia do tego przedmiotu! Musisz usunąć część istniejących przedmiotów testowych, maksymalna liczba to %s1!"
"DOTA_Workshop_ItemSubmit_CreateItem_WaitingForGC_Title"	"Żądanie od GC"
"DOTA_Workshop_ItemSubmit_CreateItem_WaitingForGC"	"Oczekiwanie na GC..."
"DOTA_Workshop_ItemSubmit_Create_Button"	"Utwórz"
"DOTA_Workshop_ItemSubmit_Update_Button"	"Aktualizacja"
"DOTA_Workshop_ItemSubmit_Create_IDLabel"	"Nowy przedmiot: %1 „%2”"
"DOTA_Workshop_ItemSubmit_Update_IDLabel"	"Zaktualizuj przedmiot: %1 „%2”"
"DOTA_Workshop_ItemSubmit_Update_UICheckBoxes_Label"	"Zaktualizuj %1"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Visuals"	"Efekty graficzne"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Particles"	"Cząsteczki"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Portrait"	"Portret"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Wearable"	"Do noszenia"
"DOTA_Workshop_ItemSubmit_FileName_Created"	"Utworzono przedmiot: %1"
"DOTA_Workshop_ItemSubmit_FileName_Updated"	"Zaktualizowano przedmiot: %1"
"DOTA_Workshop_Items_Loading"	"Wczytywanie..."
"DOTA_Workshop_Items_No_Free_Item_Index_Title"	"Brak wolnych indeksów przedmiotów!"
"DOTA_Workshop_Items_No_Free_Item_Index_Label"	"Brak wolnych indeksów do przydzielenia do tego przedmiotu!"
"DOTA_Workshop_Items_Duplicate_Item_Title"	"Ten przedmiot już istnieje!"
"DOTA_Workshop_Items_Duplicate_Item_Label"	"Nie możesz stworzyć przedmiotu, który już istnieje (przedmioty posiadają taką samą nazwę)."
"DOTA_ItemPicker_Title"	"Wybierz przedmiot"
"DOTA_ItemPicker_Action"	"Wybierz"
"DOTA_ItemRedemption_Title"	"Wykup: {g:dota_item_name:header_item_def}"
"DOTA_ItemRedemption_Action"	"Użyj"
"DOTA_ItemRedemption_ConfirmTitle"	"Wykupienie przedmiotu"
"DOTA_ItemRedemption_ConfirmMessage"	"Czy na pewno chcesz wykorzystać {g:dota_item_name:redeem_item_def}, aby otrzymać {g:dota_item_name:selected_item_def}?"
"DOTA_ItemRedemption_Error"	"Nie udało się wykorzystać przedmiotu."
"DOTA_StyleUnlock_Title"	"Odblokowanie stylu dla {g:dota_item_name:header_item_def}"
"DOTA_StyleUnlock_Action"	"Odblokuj"
"DOTA_StyleUnlock_ConfirmTitle"	"Odblokowanie stylu"
"DOTA_StyleUnlock_ConfirmMessage"	"Czy na pewno chcesz wykorzystać {g:dota_item_name:redeem_item_def}, aby odblokować styl przedmiotu {g:dota_item_name:selected_item_def}?"
"DOTA_StyleUnlock_Error"	"Nie udało się odblokować stylu tego przedmiotu."
"DOTA_StyleUnlock_Text"	"Wybierz, którego przedmiotu styl chcesz odblokować"
"DOTA_StyleUnlock_NoValidItems"	"Nie masz w zbrojowni żadnych przedmiotów, których style można odblokowywać tym przedmiotem."
"Dota_Test_Build"	"Wersja testowa"
"DOTA_Workshop_SubmissionType_League_Ticket"	"Bilet ligowy"
"DOTA_Workshop_SubmissionType_League_Ticket_Desc"	"Zgłoszenie w Warsztacie określające podział pieniężny ze sprzedaży biletów."
"DOTA_GameMode_AllDraft"	"All Pick"
"DOTA_GameMode_22"	"All Pick"
"DOTA_PlayerContextMenu_Unignore"	"Przestań ignorować"
"DOTA_WatchTournaments_Search"	"Szukaj turniejów..."
"DOTA_ProfileCard_Event_ComingSoon"	"Wczytywanie Kompendium Fall Season 2015"
"DOTA_ProfileCard_Event_NotOwned"	"Nie posiadasz Kompendium Fall Season 2015"
"DOTA_ProfileCard_Event_NeedsActivate"	"Aktywuj swoje Kompendium Fall Season 2015"
"DOTA_ProfileCard_Event_BuyCompendium"	"Kup Kompendium Fall Season 2015"
"DOTA_ProfileCard_Event_Activate"	"Aktywuj Kompendium"
"DOTA_ProfileCard_Event_BuyLevels"	"Kup poziomy"
"DOTA_ProfileCard_Event_SpendCoins"	"Wydaj monety"
"DOTA_ProfileCard_CompendiumLevel"	"Poziom Kompendium"
"DOTA_ProfileCard_CoinsBalance"	"Suma monet"
"DOTA_ProfileCard_WageredCoinsWon"	"Monety wygrane przez obstawienia"
"DOTA_About_Badges"	"O Trofeach"
"DOTA_Frontpage_ProPlaying_Title"	"Zawodowcy na żywo"
"LoadingScreenGameMode"	"{s:game_mode}"
"LoadingScreenMatchID"	"ID meczu: {s:match_id}"
"DOTA_econ_item_details_available_gem_count"	"Dostępne pospolite klejnoty: {d:available_gem_count}"
"DOTA_econ_item_details_available_rare_gem_count"	"Dostępne rzadkie klejnoty: {d:available_rare_gem_count}"
"DOTA_econ_item_details_extract_rare_gems"	"Zniszcz przedmiot i wydobądź rzadki klejnot"
"DOTA_econ_item_details_replace_gem"	"Zamień klejnot"
"DOTA_econ_item_details_rare_sockets_header"	"Rzadkie gniazda"
"DOTA_econ_item_details_style_unlock"	"Odblokuj"
"Compendium_TOC"	"Spis treści"
"DOTA_Crafting_Fall_2015"	"Jesień 2015"
"DOTA_Crafting_Compendium"	"Kompendium"
"DOTA_Crafting_Title"	"Wytwarzanie: Kompendium Fall Season 2015"
"DOTA_Crafting_Description"	"Otwarcie Skarbu Monet daje brązowy, srebrny lub złoty przedmiot. Możesz połączyć 3 przedmioty niższego poziomu w jeden wyższego lub zamienić dwa przedmioty poziomu złotego na inny."
"DOTA_Crafting_Chart_Link"	"Zobacz Tabelę poziomów<br>w Kompendium Fall Season 2015"
"DOTA_Crafting_Treasure_Link"	"Zobacz Skarb Monet"
"DOTA_Compendium_Level_Number"	"{d:compendium_level}"
"DOTA_Compendium_Level_Points"	"{d:compendium_points}"
"DOTA_Workshop_Attachment_Reset"	"Zresetuj"
"DOTA_Workshop_PreviewAspectRatio"	"Format obrazu"
"DOTA_Workshop_ImagePreview"	"Podgląd obrazu"
"DOTA_Workshop_BrowseForPreviousSessionCaption"	"Wybierz sesję warsztatu (Anuluj, żeby mieć pustą sesję)"
"DOTA_Workshop_DifferentTemplate_Title"	"Niezgodność sesji!"
"DOTA_Workshop_DifferentTemplate_Text"	"OSTRZEŻENIE: Sesja używa innego szablonu (%1) niż podany przedmiot z Warsztatu (%2)"
"DOTA_Workshop_UnrecognizedTemplate_BadTags"	"Brak szablonów pasujących do tagów: %1"
"DOTA_StyleUnlock_Timeout"	"Nie udało się połączyć z koordynatorem gry. Spróbuj ponownie później."
"UnlockStyle_Failed_PreReq"	"Ten styl nie może zostać odblokowany. Musisz najpierw odblokować poprzedni styl: {s:unlock_prereq_style}."
"UnlockStyle_Failed_CantAfford"	"Ten styl nie może zostać odblokowany. Żeby go odblokować, musisz posiadać: {d:unlock_price} {s:unlock_item_name}."
"UnlockStyle_Failed_CantAffordAttrib"	"Ten styl nie może zostać odblokowany. Nie spełniasz wymogów atrybutu."
"UnlockStyle_Failed_CantAffordGem"	"Ten styl nie może zostać odblokowany. Ten przedmiot nie posiada klejnotu, który jest wymagany."
"UnlockStyle_Failed_NoCompendiumLevel"	"Ten styl nie może zostać odblokowany. Nie posiadasz kompendium na wystarczająco wysokim poziomie, który jest wymagany."
"UnlockStyle_Failed_AlreadyUnlocked"	"Ten styl jest już odblokowany!"
"UnlockStyle_Succeeded"	"Ten styl został odblokowany i może teraz być użyty na przedmiocie."
"DOTA_ReforgeItem_NoValidItems"	"Nie masz w zbrojowni przedmiotu, którego można użyć z tym modyfikatorem."
"DOTA_ReforgeItem_Title"	"{g:dota_item_name:header_item_def}"
"DOTA_ReforgeItem_Action"	"Przekuj"
"DOTA_ReforgeItem_Text"	"Wybierz przedmiot, który chcesz przekuć"
"DOTA_AddSocket_ConfirmTitle"	"Dodaj gniazdo"
"DOTA_AddSocket_NeedChisels"	"Potrzebujesz Dłuta Rzemieślnika, żeby dodać gniazdo. Wkrótce będzie można go kupić w tym oknie."
