"dota"
{
"DOTA_Accept"	"Приемане"
"npc_dota_hero_arc_warden_hype"	"Отломък от същата първична мощ, която подхранва самите Ancients. Зет, Arc Warden, се е заклел най-сетне да види края на сблъсъка между Radiant и Dire, чрез обединение или изтребване. Нападайте самотни врагове с бликаща енергия или изопачавайте пространството, за да генерират защитно поле около съюзниците. Призовете Spark Wraith, който патрулира дадена площ, за да изпълни враговете със зловредна магия. В последствие се създава двойник на Зет, редом с предмети и всичко останало, за да съкрушите враговете си."
"DOTA_JoinChatChannel_Private"	"Личен"
"DOTA_PrivateChatChannel"	"Личен чат канал"
"DOTA_JoinChatChannel_PrivateCreateFailed"	"Неуспешно създаване на личен чат канал."
"DOTA_JoinChatChannel_PrivateJoinFailed"	"Нямате правомощия за присъединяване към този личен чат канал."
"DOTA_JoinChatChannel_Kicked"	"Бяхте премахнати от личния канал „{s:private_channel_name}“."
"DOTA_Chat_Autocomplete_PrivateChatInvite"	"Поканете потребител"
"DOTA_ChatCommand_PrivateChatInvite"	"privatechatinvite"
"DOTA_ChatCommand_PrivateChatInvite_Name"	"Покана за личен чат"
"DOTA_ChatCommand_PrivateChatInvite_Description"	"Поканете потребител в този личен чат канал, използвайки името на приятеля или неговия идентификатор."
"DOTA_ChatCommand_PrivateChatInvite_Fail_Message"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Неуспешно издаване на командата за покана</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_UnknownUser"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Неизвестен потребител</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_AlreadyMember"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Потребителят <span class=\"UserMessageUser\">%s</span> е вече член</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_NoPermission"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Нямате правомощия за покана</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_NoRoom"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Тази лична чат стая е пълна</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_Unknown"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\">Неизвестна грешка</span>"
"DOTA_ChatCommand_PrivateChatInvite_Success"	"<span class=\"UserMessageType\">Покана за личен чат:</span> <span class=\"UserMessage\"><span class=\"UserMessageUser\">%s</span> беше поканен в канала</span>"
"DOTA_Chat_Autocomplete_PrivateChatKick"	"Изритване на потребител"
"DOTA_ChatCommand_PrivateChatKick"	"privatechatkick"
"DOTA_ChatCommand_PrivateChatKick_Name"	"Изритване от личния чат"
"DOTA_ChatCommand_PrivateChatKick_Description"	"Премахнете потребител от този личен чат канал, използвайки името на приятеля или неговия идентификатор."
"DOTA_ChatCommand_PrivateChatKick_Fail_Message"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Неуспешно издаване на командата за изритване</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_UnknownUser"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Неизвестен потребител</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_NotAMember"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Потребителят <span class=\"UserMessageUser\">%s</span> не е член</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_CantKickAdmin"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Потребителят <span class=\"UserMessageUser\">%s</span> е администратор и не може да бъде изритан</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_NoPermission"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Нямате правомощия да изритате <span class=\"UserMessageUser\">%s</span></span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_Unknown"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\">Неизвестна грешка</font>"
"DOTA_ChatCommand_PrivateChatKick_Success"	"<span class=\"UserMessageType\">Изритване от личния чат:</span> <span class=\"UserMessage\"><span class=\"UserMessageUser\">%s</span> вече не е поканен в канала</span>"
"DOTA_Chat_Autocomplete_PrivateChatPromote"	"Повишаване на потребител"
"DOTA_ChatCommand_PrivateChatPromote"	"privatechatpromote"
"DOTA_ChatCommand_PrivateChatPromote_Name"	"Повишаване в личния чат"
"DOTA_ChatCommand_PrivateChatPromote_Description"	"Повишете потребител с правомощия за покана/изритване, използвайки името на приятеля или неговия идентификатор."
"DOTA_ChatCommand_PrivateChatPromote_Fail_Message"	"<span class=\"UserMessageType\">Повишаване в личния чат:</span> <span class=\"UserMessage\">Неуспешно издаване на командата за повишаване</span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_UnknownUser"	"<span class=\"UserMessageType\">Повишаване в личния чат:</span> <span class=\"UserMessage\">Неизвестен потребител</span>"
"DOTA_ChatCommand_PrivateChatPromote_Success"	"<span class=\"UserMessageType\">Повишаване в личния чат:</span> <span class=\"UserMessage\"><span class=\"UserMessageUser\">%s</span> беше повишен до администратор</span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_NoPermission"	"<span class=\"UserMessageType\">Повишаване в личния чат:</span> <span class=\"UserMessage\">Нямате правомощия да повишите <span class=\"UserMessageUser\">%s</span></span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_AlreadyAdmin"	"<span class=\"UserMessageType\">Повишаване в личния чат:</span> <span class=\"UserMessage\">Потребителят <span class=\"UserMessageUser\">%s</span> е вече администратор</span>"
"DOTA_Chat_Autocomplete_PrivateChatDemote"	"Понижаване на потребител"
"DOTA_ChatCommand_PrivateChatDemote"	"privatechatdemote"
"DOTA_ChatCommand_PrivateChatDemote_Name"	"Понижаване в личния чат"
"DOTA_ChatCommand_PrivateChatDemote_Description"	"Понижете потребител с правомощия за покана/изритване, използвайки името на приятеля или неговия идентификатор."
"DOTA_ChatCommand_PrivateChatDemote_Fail_Message"	"<span class=\"UserMessageType\">Понижаване в личния чат:</span> <span class=\"UserMessage\">Неуспешно издаване на командата за понижаване</span>"
"DOTA_ChatCommand_PrivateChatDemote_Fail_UnknownUser"	"<span class=\"UserMessageType\">Понижаване в личния чат:</span> <span class=\"UserMessage\">Неизвестен потребител</span>"
"DOTA_ChatCommand_PrivateChatDemote_Success"	"<span class=\"UserMessageType\">Понижаване в личния чат:</span> <span class=\"UserMessage\"><span class=\"UserMessageUser\">%s</span> беше понижен до обикновен член</span>"
"DOTA_ChatCommand_PrivateChatDemote_Fail_NoPermission"	"<span class=\"UserMessageType\">Понижаване в личния чат:</span> <span class=\"UserMessage\">Нямате правомощия да понижите <span class=\"UserMessageUser\">%s</span></span>"
"DOTA_Lobby_Settings_Pause"	"ПАУЗА"
"DOTA_Lobby_Settings_Pause_Unlimited"	"Неограничена"
"DOTA_Lobby_Settings_Pause_Limited"	"Ограничено"
"DOTA_Lobby_Settings_Pause_Disabled"	"Изключена"
"DOTA_Lobby_Selection_Priority_Team"	"Избиране на приоритетен отбор"
"DOTA_Lobby_Selection_Priority_Choice"	"Избиране на приоритетен избор"
"DOTA_Lobby_Non_Selection_Priority_Choice"	"Без право за приоритетен избор"
"DOTA_Lobby_Settings_Radiant"	"Radiant"
"DOTA_Lobby_Settings_Dire"	"Dire"
"DOTA_Lobby_Settings_FirstPick"	"Първи избор"
"DOTA_Lobby_Settings_SecondPick"	"Втори избор"
"DOTA_Lobby_Selection_Priority_Team_Tooltip"	"Отборът, който има приоритет за избор дали иска да играе с Radiant, Dire, „Първи избор“ или „Втори избор“"
"DOTA_Lobby_Selection_Priority_Choice_Tooltip"	"Избор за отбора, който има избирателен приоритет."
"DOTA_Lobby_Non_Selection_Priority_Choice_Tooltip"	"Избор за отбора, който няма избирателен приоритет."
"DOTA_Lobby_Settings_Team1"	"{s:team1}"
"DOTA_Lobby_Settings_Team2"	"{s:team2}"
"DOTA_Lobby_Settings_Empty"	"—"
"DOTAWatchDownloads_Delete"	"Изтриване?"
"dota_settings_patrol"	"Патролиране"
"dota_settings_chat_ptt"	"Говор чрез натискане"
"dota_settings_chat_openmic"	"Отворен микрофон"
"dota_settings_exp_lag_limiter"	"Експериментално въвеждане за ограничаване на лаг"
"dota_settings_shadowquality_ultra"	"Ултра"
"dota_settings_force_default_respawn_stinger"	"Винаги да се използва музиката за прераждане по подразбиране"
"dota_settings_default_spoiler_block_on"	"Блокиране на турнирните спойлери по подразбиране — Вкл."
"DOTA_Hotkeys_Tooltip_HeroPatrol"	"Добавяне на патролираща точка."
"DOTA_HeroDemo_Button_Hero"	"Пробване на герой"
"DOTA_HeroDemo_Button_Arcana"	"Пробване на Arcana"
"DOTA_EconItemSet_Tooltip_IsBundle"	"Това е пакет, който съдържа други предмети"
"DOTA_EconItemSet_Tooltip_IsTreasure"	"Това е съкровище"
"DOTA_LoadoutSet_Tooltip_InBundle"	"Този комплект се съдържа в пакет"
"DOTA_LoadoutSet_Tooltip_PartialSet"	"Това съдържа само част от пълния комплект"
"DOTA_HeroLoadout_ArcanaFilterName"	"Arcana"
"DOTA_HeroLoadout_Stats"	"Моите статистики"
"DOTA_HeroCustomize_SelectItemsInSet"	"Избиране на предмети от комплект"
