"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_Treasure_OpenNoDupe"	"Κάθε θησαυρός που ανοίγετε θα περιέχει {d:items_per_treasure} από τα κανονικά αντικείμενα που εμφανίζονται. Δε θα λαμβάνετε διπλά αντικείμενα μέχρι να έχετε λάβει ένα από το καθένα. Εάν είστε τυχερός, μπορεί επίσης να λάβετε ένα από αυτά τα σπάνια αντικείμενα."
"DOTA_Treasure_OpenSuccess"	"Συγχαρητήρια! Λάβατε:"
"DOTA_Custom_Game_Dedicated_Servers"	"Αποκλειστικοί διακομιστές"
"DOTA_View_Details"	"Προβολή λεπτομερειών"
"DOTA_TabName_Featured"	"ΠΡΟΒΑΛΛΟΜΕΝΑ"
"DOTA_TabName_Heroes"	"Ήρωες"
"DOTA_Friends_ID"	"ID φίλου:"
"DOTA_Profile_Edit"	"Επεξεργασία προφίλ"
"DOTA_Profile_LifetimeStats"	"Συνολικά στατιστικά"
"DOTA_Profile_ViewSteamProfile"	"Προβολή προφίλ Steam"
"DOTA_Profile_SendMessage"	"Αποστολή μηνύματος"
"DOTA_Trophies_ViewAvailable"	"ΔΙΑΘΕΣΙΜΑ"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp}<span class=\"TrophyPointTextSmall\"> ΠΤ</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp}<span class=\"TrophyPointTitleSmall\"> ΠΤ</span>"
"DOTA_Trophy_Upgraded"	"Το τρόπαιο αναβαθμίστηκε"
"DOTA_Trophy_Achieved"	"Το τρόπαιο ξεκλειδώθηκε"
"DOTA_ProfileBadge_Upgraded"	"Το έμβλημα προφίλ αναβαθμίστηκε"
"DOTA_Lobby_Settings_Tournament"	"Πρωτάθλημα"
"DOTA_WatchReplaysConextMenu_Watch"	"Παρακολούθηση"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Λήψη και παρακολούθηση τώρα"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"Λήψη και παρακολούθηση αργότερα"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Παρακολούθηση αργότερα"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Εκκαθάριση από την παρακολούθηση αργότερα"
"DOTA_WatchReplays_Game1"	"Παιχνίδι 1"
"DOTA_WatchReplays_Game2"	"Παιχνίδι 2"
"DOTA_WatchReplays_Game3"	"Παιχνίδι 3"
"DOTA_WatchReplays_Game4"	"Παιχνίδι 4"
"DOTA_WatchReplays_Game5"	"Παιχνίδι 5"
"DOTA_WatchReplayError"	"Σφάλμα παρακολούθησης επανάληψης"
"DOTA_WatchReplayError_Incompatible"	"Αυτή η επανάληψη δεν είναι συμβατή με αυτήν την έκδοση του Dota."
"DOTA_WatchReplayError_DoesNotExist"	"Αυτός ο αγώνας δεν υπάρχει."
"DOTA_WatchTournaments_PrizePoolLabel"	"έπαθλο"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Εισιτήριο {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Ενεργοποίηση εισιτηρίου"
"DOTA_WatchTournaments_View"	"Προβολή"
"DOTA_WatchTournaments_Region_EU"	"Ευρώπη"
"DOTA_WatchTournaments_Region_RU"	"Ρωσία"
"DOTA_WatchTournaments_Region_CN"	"Κίνα"
"DOTA_WatchTournament_Website"	"Προβολή ιστοσελίδας τουρνουά"
"DOTA_WatchTournament_Compendium"	"Προβολή Compendium"
"DOTA_WatchTournament_Page"	"Σελίδα {i:page_cur} / {i:page_max}"
"DOTA_WatchTournament_Spectators"	"{i:spectators} παρακολουθούν"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"Εξόπλιση"
"DOTA_Feed_Title"	"ΡΟΗ ΦΙΛΩΝ"
"DOTA_Armory_Category_Leagues"	"Αντικείμενα πρωταθλημάτων"
"DOTA_Armory_Category_Treasures"	"Θησαυροί"
"DOTA_Armory_Category_Gifts"	"Δώρα"
"DOTA_Armory_Category_Bundles"	"Πακέτα"
"DOTA_Armory_Category_Compendiums"	"Compendium"
"DOTA_Armory_Category_Tools"	"Εργαλεία"
"DOTA_Armory_ActiveFilterLabel"	"Φίλτρο:"
"DOTA_Armory_EditFilter"	"Επεξεργασία φίλτρου"
"DOTA_Armory_Filter_Tradeable"	"ΑΝΤΑΛΛΑΞΙΜΟ"
"DOTA_Armory_Filter_Equipped"	"ΕΞΟΠΛΙΣΜΕΝΟ"
"DOTA_Armory_Filter_Duplicate"	"ΔΙΠΛΟΤΥΠΟ"
"DOTA_Armory_Filter_WillExpire"	"ΘΑ ΛΗΞΕΙ"
"DOTA_Armory_Filter_IsBundle"	"ΕΙΝΑΙ ΠΑΚΕΤΟ"
"DOTA_Armory_Filter_Rarity"	"ΣΠΑΝΙΟΤΗΤΑ"
"DOTA_Armory_Filter_Quality"	"ΠΟΙΟΤΗΤΑ"
"DOTA_Armory_Filter_Tags"	"ΕΤΙΚΕΤΕΣ"
"DOTA_Armory_Filter_Delete"	"Διαγραφή φίλτρου"
"DOTA_Armory_Filter_CreateNew"	"Νέο φίλτρο..."
"DOTA_Armory_Filter_FilterName"	"Όνομα φίλτρου"
"DOTA_Armory_Filter_Required"	"ΑΠΑΙΤΕΙΤΑΙ"
"DOTA_tooltip_econ_item_tags"	"Ετικέτες"
"Compendium_LeagueID"	"ID πρωταθλήματος"
"DOTA_Workshop_Materials"	"Υλικά"
"DOTA_Workshop_UnrecognizedTemplate"	"Μη αναγνωρίσιμο πρότυπο εργαστηρίου"
"DOTA_Popup_Item_Received_Header_Unknown"	"Λάβατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Λάβατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Crafted"	"Κατασκευάσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Traded"	"Ανταλλάξατε για ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Αγοράσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Λάβατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Λάβατε ένα δώρο!"
"DOTA_Popup_Item_Received_Header_Support"	"Η Υποστήριξη πελατών σας χορήγησε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Earned"	"Αποκτήσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"Τυλίξατε για δώρο ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Βρήκατε ένα αντικείμενο σε ένα άλλο παιχνίδι!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"Εξαργυρώσατε μια ανταμοιβή συλλογής!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Δοκιμάζετε ένα καινούργιο αντικείμενο!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Αγοράσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Αποκτήσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_Recycling"	"Κατασκευάσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"Αποκτήσατε ένα αντικείμενο τουρνουά!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"Κατασκευάσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Αγοράσατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"Εξάγατε ένα αντικείμενο!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"Λάβατε μια ανταμοιβή Compendium!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"Λάβατε μια λήψη Compendium!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} από {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Αποδοχή"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Αποδοχή όλων ({d:item_n})"
"dota_casters"	"Εκφωνητές"
"LobbySetting_League"	"Πρωτάθλημα"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"Εισιτήριο {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"Ενεργοποίηση εισιτηρίου"
"DOTA_WatchLive_LoadMore"	"Φόρτωση περισσότερων"
"DOTA_WatchReplays_Downloading"	"Λήψη...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"Αποσυμπίεση...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Εκφωνητές: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_Tag1_Default"	"Ετικέτα 1"
"DOTA_Armory_Tag2_Default"	"Ετικέτα 2"
"DOTA_Armory_Tag3_Default"	"Ετικέτα 3"
"DOTA_Armory_Tag4_Default"	"Ετικέτα 4"
"DOTA_Armory_Tag5_Default"	"Ετικέτα 5"
"DOTA_Armory_Tag6_Default"	"Ετικέτα 6"
"DOTA_Armory_Tag7_Default"	"Ετικέτα 7"
"DOTA_Armory_Tag8_Default"	"Ετικέτα 8"
"dota_page_match_details_replay_existence_decompressing"	"Αποσυμπίεση..."
"DOTA_Workshop_TextureName_trans"	"Διαφάνεια"
"DOTA_Workshop_CreateNewItem"	"Δημιουργία νέου αντικειμένου"
"DOTA_Tournament_Premium"	"Κορυφαίο"
"DOTA_Tournament_Professional"	"Επαγγελματικό"
"DOTA_Tournament_Amateur"	"Ερασιτεχνικό"
"DOTA_Treasure_MarketPurchase"	"Στην Αγορά"
"DOTA_Treasure_FilterAvailable"	"Διαθέσιμο"
"DOTA_Workshop_ValveSelectItemID"	"Επιλογή ID αντικειμένου"
"DOTA_Workshop_ExtraMiscTags"	"Επιπλέον ετικέτες"
"DOTA_Trophies_ViewMyCollection"	"Η συλλογή μου"
"DOTA_Trophies_ViewActive"	"Ενεργό"
"DOTA_Custom_Game_About"	"Σχετικά"
"DOTA_Custom_Game_Updates"	"ΕΝΗΜΕΡΩΣΕΙΣ"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Αδυναμία φόρτωσης μοντέλου: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Φθινόπωρο 2015"
"DOTA_Combine"	"Συνδυασμός"
"DOTA_Profile_SaveChanges"	"Αποθήκευση αλλαγών"
"dota_lobby_host"	"Εξυπηρετητής λόμπι: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Περιοχή"
"dota_lobby_browser_all_regions"	"Όλες οι περιοχές"
"DOTA_Armory_Category_CompendiumLevels"	"Επίπεδα"
"DOTA_Armory_Category_CompendiumCoins"	"Νομίσματα"
"dota_profile_recent_games_option_show_custom_games"	"Εμφάνιση προσαρμοσμένων παιχνιδιών"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Αρχικό όνομα:"
"DOTA_econ_item_details_add_gem"	"Προσθήκη πετραδιού"
"DOTA_econ_item_details_reset_gem"	"Επαναφορά"
"DOTA_econ_item_details_gift_header"	"Δώρο"
"DOTA_econ_item_details_gift_clear_gifter"	"Εκκαθάριση ονόματος δωρητή"
"DOTA_econ_item_details_styles_header"	"Εμφανίσεις"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Επιλεγμένο"
"DOTA_econ_item_details_style_available"	"Επιλογή"
"DOTA_econ_item_details_style_locked"	"Κλειδωμένο"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Περιγραφή"
"DOTA_econ_item_details_description_reset"	"Επαναφορά"
"DOTA_econ_item_details_description_edit"	"Επεξεργασία"
"DOTA_Crafting"	"Κατασκευή"
"DOTA_Crafting_Confirm"	"Θέλετε σίγουρα να κατασκευάσετε αυτά τα αντικείμενα σε κάτι καινούργιο;"
"DOTA_CraftingResult_Success"	"Επιτυχία! Απολαύστε τα νέα σας αντικείμενα!"
"DOTA_CraftingResult_OfferingDisabled"	"Αυτή η συνταγή κατασκευής είναι απενεργοποιημένη αυτή τη στιγμή. Προσπαθήστε ξανά αργότερα."
"DOTA_CraftingResult_InvalidItems"	"Αποτυχία: μη έγκυρα αντικείμενα."
"DOTA_CraftingResult_InternalError"	"Αποτυχία: εσωτερικό σφάλμα."
"DOTA_Workshop_SubmitNew"	"Υποβολή"
"DOTA_Workshop_SubmitUpdate"	"Υποβολή ενημέρωσης"
"DOTA_Workshop_SelectImportType"	"Τι δημοσιεύετε;"
"DOTA_Workshop_SelectHero"	"Επιλογή ήρωα"
"DOTA_Workshop_SelectSlot"	"Επιλογή υποδοχής"
"DOTA_Workshop_NoSlots"	"Μη διαθέσιμες υποδοχές"
"DOTA_Workshop_SelectHeroWearable"	"Εξοπλίσιμο αντικείμενο"
"DOTA_Workshop_SelectAbility"	"Επιλογή ικανότητας"
"DOTA_Workshop_SelectHeroAbilityModel"	"Μοντέλο ικανότητας"
"DOTA_Workshop_SubmissionType_Wearable"	"Εξοπλίσιμο αντικείμενο"
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Η γεωμετρία του μοντέλου προσαρμόζεται στο βασικό μοντέλο ενός συγκεκριμένου ήρωα."
"DOTA_Workshop_SubmissionType_Courier"	"ΜΕΤΑΦΟΡΕΑΣ"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Απαιτούνται δύο μοντέλα με κινήσεις που λειτουργούν εντός παιχνιδιού για να αποτελέσουν έναν επίγειο και ιπτάμενο μεταφορέα ομάδας."
"DOTA_Workshop_SubmissionType_Ward_Desc"	"Ένα μοντέλο με τις απαιτούμενες κινήσεις για να λειτουργεί εντός παιχνιδιού ως Observer Ward ή Sentry Ward."
"DOTA_Workshop_SubmissionType_Other"	"ΑΛΛΟ"
"DOTA_Workshop_SubmissionType_Other_Desc"	"Η υποβολή σας δεν ταιριάζει σε άλλο τύπο υποβολής."
"DOTA_Workshop_SubmissionType_Ability"	"Μοντέλο ικανότητας"
"DOTA_Workshop_SubmissionType_Ability_Desc"	"Απαιτούνται ένα ή περισσότερα μοντέλα με κινήσεις για την αντικατάσταση μοντέλων σχετιζομένων με τα ξόρκια ή τις ικανότητες ενός συγκεκριμένου Ήρωα."
"DOTA_Workshop_SubmissionType_HudSkin"	"ΕΜΦΑΝΙΣΗ HUD"
"DOTA_Workshop_SubmissionType_HudSkin_Desc"	"Ένα πακέτο εικόνων σχεδιασμένες για να αντικαταστήσουν το HUD."
"DOTA_Workshop_SubmissionType_LoadingScreen"	"ΕΙΚΟΝΑ ΦΟΡΤΩΣΗΣ"
"DOTA_Workshop_SubmissionType_LoadingScreen_Desc"	"Μια εικόνα για αντικατάσταση της εικόνας φόρτωσης."
"DOTA_Workshop_SubmissionType_Animation"	"ΚΙΝΗΣΗ"
"DOTA_Workshop_SubmissionType_Animation_Desc"	"Κινήσεις που αντικαθιστούν μία ή περισσότερες υπάρχουσες κινήσεις ενός Ήρωα."
"DOTA_Workshop_SubmissionType_Images"	"ΕΙΚΟΝΕΣ"
"DOTA_Workshop_SubmissionType_Images_Desc"	"Υποβολές αποτελούμενες από εικόνες όπως εικόνες φόρτωσης, εμφανίσεις HUD, εικονίδια ικανοτήτων και εικονίδια συνομιλίας."
"DOTA_Workshop_SubmissionType_AbilityIcons"	"ΕΙΚΟΝΙΔΙΑ ΙΚΑΝΟΤΗΤΑΣ"
"DOTA_Workshop_SubmissionType_AbilityIcons_Desc"	"Μια συλλογή εικόνων σχεδιασμένη να αντικαταστήσει τα εικονίδια ικανοτήτων ενός Ήρωα."
"DOTA_Workshop_SubmissionType_ChatEmoticon"	"EMOTICON ΣΥΝΟΜΙΛΙΑΣ"
"DOTA_Workshop_SubmissionType_ChatEmoticon_Desc"	"Ένα κινούμενο emoticon συνομιλίας."
"DOTA_Workshop_SubmissionType_CursorPack"	"ΠΑΚΕΤΟ ΚΕΡΣΟΡΩΝ"
"DOTA_Workshop_SubmissionType_CursorPack_Desc"	"Ένα πακέτο κερσόρων που αντικαθιστούν τους προεπιλεγμένους."
"DOTA_Workshop_BrowseForInputFile"	"Επιλογή αρχείου εισόδου"
"DOTA_Workshop_BrowseForGeoFilter"	"Μοντέλα"
"DOTA_Workshop_BrowseForImageFilter"	"Εικόνα"
"DOTA_Workshop_BrowseForAnimFilter"	"Κινήσεις"
"DOTA_Workshop_BrowseForPsdFilter"	"PSD"
"DOTA_Workshop_Imported_S1Mask_Text"	"Τα παρακάτω αρχεία δημιουργήθηκαν: %1"
"DOTA_Workshop_Imported_S1MaskOverwrite_Title"	"Αντικατάσταση αρχείων;"
"DOTA_Workshop_SaveSessionPrompt_Title"	"Αποθήκευση συνεδρίας;"
"DOTA_Workshop_SaveSessionPrompt_Text"	"Αποθήκευση της τρέχουσας συνεδρίας σας;"
"DOTA_Sale_24"	"Προσφορά 24ων ωρών"
"UI_File_Filter_PNG"	"Αρχεία PNG (*.png)"
"DOTA_Teams_WindowTitle"	"ΟΜΑΔΕΣ"
"DOTA_TeamManagement_FullName"	"Πλήρες όνομα ομάδας"
