"lang"
{ 
	"Language" "korean" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"체력"					// $health
		"dota_ability_variable_mana"				"마나"						// $mana
		"dota_ability_variable_armor"				"방어력"						// $armor
		"dota_ability_variable_damage"				"피해"					// $damage
		"dota_ability_variable_str"					"힘"					// $str
		"dota_ability_variable_int"					"지능"				// $int
		"dota_ability_variable_agi"					"민첩"					// $agi
		"dota_ability_variable_all"					"모든 능력치"			// $all
		"dota_ability_variable_primary_attribute"	"주 능력치"			// $primary_attribute
		"dota_ability_variable_attack"				"공격 속도"				// $attack
		"dota_ability_variable_attack_pct"			"기본 공격 속도 백분율"	// $attack_pct
		"dota_ability_variable_hp_regen"			"체력 재생"		// $hp_regen
		"dota_ability_variable_lifesteal"			"흡혈"					// $lifesteal
		"dota_ability_variable_mana_regen"			"마나 재생"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"마나 재생의 오라"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"주문 피해"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"약화 효과 지속시간"			// $debuff_amp
		"dota_ability_variable_move_speed"			"이동 속도"			// $move_speed
		"dota_ability_variable_evasion"				"회피"					// $evasion
		"dota_ability_variable_spell_resist"		"마법 저항력"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"주문 흡혈"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_hero_attacks" "영웅 대상 공격"
		"dota_ability_variable_spell_lifesteal_hero_spells" "영웅 대상 능력"
		"dota_ability_variable_spell_lifesteal_creep_attacks" "크립 대상 공격"
		"dota_ability_variable_spell_lifesteal_creep_spells" "크립 대상 능력"
		"dota_ability_variable_lifesteal_hero_attacks" "영웅 대상 공격"
		"dota_ability_variable_lifesteal_hero_spells" "영웅 대상 능력"
		"dota_ability_variable_lifesteal_creep_attacks" "크립 대상 공격"
		"dota_ability_variable_lifesteal_creep_spells" "크립 대상 능력"
		"dota_ability_variable_selected_attrib"		"선택 능력치"		// $selected_attribute
		"dota_ability_variable_attack_range"		"공격 범위<font color='#7d7d7d'>(원거리만)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"공격 범위 <font color='#7d7d7d'>(근접만)</font>"	// $attack_range_melee
		"DOTA_Tooltip_ability_item_tango_Description"							"<h1>사용: 삼키기</h1> 대상 나무의 기운을 흡수하여 %buff_duration%초 동안 %health_regen%의 체력 재생 효과를 얻습니다. 강철숲 나무를 흡수하면 치유량이 두 배가 됩니다.<br><br>%tooltip_charges%회 사용할 수 있습니다. 아군 영웅에게 사용하여 한 개를 건네줄 수 있습니다.<br><br>나무 제거 범위: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_tango_Lore"								"전장에서 살아남으려면 채식이 좋습니다!"
		//"DOTA_Tooltip_ability_item_tango_Note0"								"Heals for double duration when used on a Ironwood Tree or Wards."
		//"DOTA_Tooltip_ability_item_tango_total_heal"							"EAT TREE HEALTH RESTORED:"
		//"DOTA_Tooltip_ability_item_tango_total_heal_ward_tooltip"		"EAT WARD HEALTH RESTORED:"
		//"DOTA_Tooltip_ability_item_tango_cast_range_ward"					"EAT WARD CAST RANGE:"
		//"DOTA_Tooltip_ability_item_tango_buff_duration"					"HEAL DURATION:"
		
		"DOTA_Tooltip_modifier_tango_heal"				"목담과"
		"DOTA_Tooltip_modifier_tango_heal_Description"			"초당 체력 %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% 회복 중"

		"DOTA_Tooltip_ability_item_tango_single_Description"							"<h1>사용: 삼키기</h1> 대상 나무의 기운을 흡수하여 %buff_duration%초 동안 %health_regen%의 체력 재생 효과를 얻습니다. 강철숲 나무를 흡수하면 치유량이 두 배가 됩니다.<br><br>나무 제거 범위: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_tango_single_Lore"								"냠냠냠."
		//"DOTA_Tooltip_ability_item_tango_single_Note0"								"Heals for double duration when used on a Ironwood Tree or Wards."
		//"DOTA_Tooltip_ability_item_tango_single_total_heal"							"EAT TREE HEALTH RESTORED:"
		//"DOTA_Tooltip_ability_item_tango_single_total_heal_ward_tooltip"		"EAT WARD HEALTH RESTORED:"
		//"DOTA_Tooltip_ability_item_tango_single_cast_range_ward"					"EAT WARD CAST RANGE:"
		//"DOTA_Tooltip_ability_item_tango_single_buff_duration"					"HEAL DURATION:"
		
		"DOTA_Tooltip_ability_item_tpscroll_Description"						"<h1>사용: 순간이동</h1>%tooltip_channel_time%초 동안 정신을 집중한 후 지정한 아군 건물로 순간이동합니다.<br><br>두 번 클릭하면 아군 기지의 우물로 순간이동합니다."
		"DOTA_Tooltip_ability_item_tpscroll_Note0"						"여러 영웅이 같은 지점으로 연속해서 순간이동하면, 뒤따라 오는 영웅은 정신 집중 시간이 조금씩 늘어납니다."
		"DOTA_Tooltip_ability_item_tpscroll_Note1"						"순간이동은 묶기 능력으로 방지하거나 취소할 수 있습니다."
		"DOTA_Tooltip_ability_item_tpscroll_Lore"						"영웅에게 정말 필요한 물품입니다."

		"DOTA_Tooltip_ability_item_tpscroll_2_Description"						"<h1>사용: 순간이동</h1>After channeling for %tooltip_channel_time%초 동안 정신을 집중한 후 지정한 아군 건물이나 유닛, 또는 영웅에게 순간이동합니다. <br><br>두 번 클릭하면 아군 기지의 우물로 순간이동합니다."
		"DOTA_Tooltip_ability_item_tpscroll_2_Note0"						"여러 영웅이 같은 지점으로 연속해서 순간이동하면, 뒤따라 오는 영웅은 정신 집중 시간이 조금씩 늘어납니다."
		"DOTA_Tooltip_ability_item_tpscroll_2_Lore"						"영웅에게 진짜로, 정말로 필요한 물품입니다."

		
		"DOTA_Tooltip_ability_item_tranquil_boots_Description"					"<h1>지속 효과: 단절</h1> 영웅을 공격하거나 유닛의 공격을 받으면 %break_time%초 동안 보너스 %bonus_health_regen%의 체력 재생 효과를 잃고 이동 속도 보너스가 %broken_movement_speed%|으로|로| 감소합니다.\n장화의 이동 속도 증가 효과는 서로 중첩되지 않습니다."
		"DOTA_Tooltip_ability_item_tranquil_boots_Lore"							"착용자의 생명을 연장시켜 줄 수 있지만 특별히 신뢰가 가지는 않습니다."
		"DOTA_Tooltip_ability_item_tranquil_boots_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_tranquil_boots_bonus_health_regen"			"+$hp_regen"
		
		//"DOTA_Tooltip_modifier_item_tranquil_boots_heal"		"Tranquil Boots"
		//"DOTA_Tooltip_modifier_item_tranquil_boots_heal_Description"		"Regenerating %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP per second."

		"DOTA_Tooltip_ability_item_tranquil_boots2_Description"					"<h1>지속 효과: 단절</h1> 공격을 하거나 공격을 받으면 %break_time%초 동안 %bonus_health_health%의 체력 재생 효과를 잃고 이동 속도가 %broken_movement_speed%|으로|로| 감소합니다."
		"DOTA_Tooltip_ability_item_tranquil_boots2_Lore"							"착용자의 생명을 연장시켜 줄 수 있지만 특별히 신뢰가 가지는 않습니다."
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_tranquil_boots2_bonus_health_regen"			"+$hp_regen"

		"DOTA_Tooltip_ability_item_travel_boots_Description"					"<h1>업그레이드: 순간이동 주문서</h1>순간이동 주문서를 업그레이드하여 유닛을 대상으로 순간이동할 수 있습니다. 쿨다운이 감소하며 사용 시 횟수를 소모하지 않습니다.\n장화의 이동 속도 증가 효과는 서로 중첩되지 않습니다."
		"DOTA_Tooltip_ability_item_travel_boots_Lore"							"어느 곳이든 이동할 수 있는 날개 달린 장화입니다."
		//"DOTA_Tooltip_ability_item_travel_boots_Note0"							"Movement speed bonuses from boots do not stack."
		"DOTA_Tooltip_ability_item_travel_boots_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_tp_cooldown"			"순간이동 주문서 쿨다운:"		

		"DOTA_Tooltip_modifier_boots_of_travel_incoming"				"여행의 장화 순간이동"
		"DOTA_Tooltip_modifier_boots_of_travel_incoming_Description"	"아군이 현재 위치로 순간이동 중"
		"DOTA_Tooltip_modifier_boots_of_travel_recall"		"여행의 장화"
		"DOTA_Tooltip_modifier_boots_of_travel_recall_Description"		"아군에게 순간이동 중"		

		"DOTA_Tooltip_ability_item_travel_boots_2_Description"					"<h1>업그레이드: 순간이동 주문서</h1>순간이동 주문서를 업그레이드하여 유닛과 영웅을 대상으로 순간이동할 수 있습니다. 쿨다운과 정신 집중 시간이 감소하며 사용 시 횟수를 소모하지 않습니다.\n장화의 이동 속도 증가 효과는 서로 중첩되지 않습니다."
		"DOTA_Tooltip_ability_item_travel_boots_2_Lore"							"어느 곳이든 이동할 수 있는 날개 달린 장화입니다."
		//"DOTA_Tooltip_ability_item_travel_boots_2_Note0"						"Movement speed bonuses from boots do not stack."
		"DOTA_Tooltip_ability_item_travel_boots_2_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_2_tp_cooldown"			"순간이동 주문서 쿨다운:"		
		"DOTA_Tooltip_ability_item_travel_boots_2_tp_channel_time"		"순간이동 주문서 정신 집중 시간:"		
		
		"DOTA_Tooltip_ability_item_ultimate_orb_Lore"							"생명의 정수가 담긴 신비로운 구슬입니다."		
		"DOTA_Tooltip_ability_item_ultimate_orb_bonus_all_stats"				"+$all"
		
		
		"DOTA_Tooltip_modifier_item_aghanims_shard"		"아가님의 파편"
		"DOTA_Tooltip_modifier_item_aghanims_shard_Description"	"아가님의 파편"
		"DOTA_Tooltip_modifier_item_aghanims_shard_permanent_buff"		"아가님의 파편"
		"DOTA_Tooltip_modifier_item_aghanims_shard_permanent_buff_Description"	"마법 수정의 아주 작은 파편으로도 숨겨진 잠재력을 해제할 수 있습니다."
		
		"DOTA_Tooltip_modifier_item_aghanims_shard_2"		"아가님의 파편"
		"DOTA_Tooltip_modifier_item_aghanims_shard_2_Description"	"아가님의 파편"

		"DOTA_Tooltip_ability_item_aghanims_shard_Description"				"<h1>지속 효과: 능력 강화</h1>현재 궁극기를 강화하거나 영웅에게 새 능력을 부여합니다."
		"DOTA_Tooltip_ability_item_aghanims_shard_Lore"				"이 있을 수 없는 수정의 조각은 그 기원이 오직 단 한 명의 마법사에게만 알려져 있는데, 유명한 그 홀 만큼이나 모두가 간절히 원하는 물건입니다."
		"DOTA_Tooltip_ability_item_aghanims_shard_bonus_all_stats"			"+$all"

		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_Description"				"<h1>지속 효과: 능력 강화</h1>현재 궁극기를 강화하거나 영웅에게 새 능력을 부여합니다."
		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_Lore"				"이 있을 수 없는 수정의 조각은 그 기원이 오직 단 한 명의 마법사에게만 알려져 있는데, 유명한 그 홀 만큼이나 모두가 간절히 원하는 물건입니다."
		"DOTA_Tooltip_ability_item_aghanims_shard_roshan_bonus_all_stats"			"+$all"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_Description"				"<h1>지속 효과: 능력 강화</h1> 모든 영웅의 궁극기와 일부 능력을 강화합니다."
		"DOTA_Tooltip_ability_item_ultimate_scepter_Lore"						"반신에 가까운 힘을 지닌 마법사의 홀입니다."
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_health"				"+$health"
		"DOTA_Tooltip_ability_item_ultimate_scepter_bonus_mana"					"+$mana"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_Description"				"<h1>지속 효과: 능력 강화</h1> 모든 영웅의 궁극기와 일부 능력을 강화합니다."
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_Lore"						"반신에 가까운 힘을 지닌 마법사의 홀입니다."
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_health"				"+$health"
		"DOTA_Tooltip_ability_item_ultimate_scepter_2_bonus_mana"					"+$mana"
		
		"DOTA_Tooltip_ability_item_ultimate_scepter_roshan_Description"				"<h1>지속 효과: 능력 강화</h1> 모든 영웅의 궁극기와 일부 능력을 강화합니다."
		"DOTA_Tooltip_ability_item_ultimate_scepter_roshan_Lore"						"반신에 가까운 힘을 지닌 마법사의 홀입니다."
		
		"DOTA_Tooltip_ability_item_urn_of_shadows_Description"					"<h1>시전 기술: 영혼 해방</h1> 아군에게 시전하면 %soul_heal_amount%의 체력 재생 효과를 부여하며, 적에게 시전하면 초당 %soul_damage_amount%의 피해를 줍니다. <br><br>%duration%초 동안 지속합니다.<br><br>유닛이 적 영웅이나 로샨의 공격을 받으면, 효과가 사라집니다.<br><br>%soul_radius% 유닛 범위 내에서 적 영웅이 죽을 때마다 에너지를 충전합니다. 죽은 영웅에게서 가장 가까운 항아리 하나만 충전됩니다. " 
		"DOTA_Tooltip_ability_item_urn_of_shadows_Note0"					"빈 항아리는 2회 충전됩니다."
		"DOTA_Tooltip_ability_item_urn_of_shadows_Note1"					"이미 영혼 해방 효과가 걸린 영웅에게 사용할 경우 효과의 지속시간을 초기화합니다."
		"DOTA_Tooltip_ability_item_urn_of_shadows_Note2"					"주문 차단 또는 주문 반사를 발동하지 않습니다."
		"DOTA_Tooltip_ability_item_urn_of_shadows_Lore"							"강력한 악마들의 재가 들어 있습니다."
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_health"					"+$health"
		"DOTA_Tooltip_ability_item_urn_of_shadows_mana_regen"					"+$mana_regen"
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_urn_of_shadows_bonus_all_stats"				"+$all"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_heal_amount"				"RELEASE ALLY TOTAL HEAL:"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_damage_amount"				"RELEASE ENEMY TOTAL DAMAGE:"
		//"DOTA_Tooltip_ability_item_urn_of_shadows_soul_heal_duration"				"SOUL RELEASE DURATION:"
		
		"DOTA_Tooltip_modifier_item_urn_heal"					"영혼 해방"
		"DOTA_Tooltip_modifier_item_urn_heal_Description"		"초당 체력 %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% 회복"
		"DOTA_Tooltip_modifier_item_urn_damage"					"영혼 해방"
		"DOTA_Tooltip_modifier_item_urn_damage_Description"		"초당 %dMODIFIER_PROPERTY_TOOLTIP%의 피해 받음"

		"DOTA_Tooltip_ability_item_vanguard_Description"						"<h1>지속 효과: 피해 방어</h1> %block_chance%%% 확률로 근접 영웅은 %block_damage_melee%, 원거리 영웅은 %block_damage_ranged%만큼 받는 공격의 피해를 방어합니다."
		"DOTA_Tooltip_ability_item_vanguard_Lore"								"어떤 매서운 공격이라도 막아낼 수 있는 강력한 방패입니다."
		"DOTA_Tooltip_ability_item_vanguard_Note0"								"다수의 피해 방어 효과는 서로 중첩되지 않습니다."
		"DOTA_Tooltip_ability_item_vanguard_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_vanguard_bonus_health_regen"					"+$hp_regen"
		//"DOTA_Tooltip_ability_item_vanguard_block_damage_melee"					"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_vanguard_block_damage_ranged"				"BLOCK DAMAGE RANGED:"
		//"DOTA_Tooltip_ability_item_vanguard_block_chance"						"BLOCK CHANCE:"
		
		"DOTA_Tooltip_ability_item_crimson_guard_Description"						"<h1>시전 기술: 수호</h1> %duration%초 동안, 주위 아군 영웅과 건물에 효과를 부여하여 받는 공격마다 %block_chance_active%%% 확률로 %block_damage_active% + 시전자가 보유한 최대 체력 수치의 %max_hp_pct%%%에 해당하는 피해를 방어합니다.<br>유닛은 %tooltip_reapply_time%초에 한 번씩만 수호 효과를 받습니다.<br><br>반경: %bonus_aoe_radius%\n\n<h1>지속 효과: 피해 방어</h1>%block_chance%%% 확률로 근접 영웅이 받는 피해는 %block_damage_melee%, 원거리 영웅이 받는 피해는 %block_damage_ranged% 방어합니다."
		"DOTA_Tooltip_ability_item_crimson_guard_Lore"								"모두가 두려워하는 봄의 해괴수에 맞서고자 제작된 흉갑입니다."
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_crimson_guard_bonus_armor"					"+$armor"
		
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee"			"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_ranged"				"BLOCK DAMAGE RANGED:"		
		//"DOTA_Tooltip_ability_item_crimson_guard_block_chance"						"BLOCK CHANCE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_armor"				"GUARD ARMOR:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee_active"				"GUARD DAMAGE BLOCK:"
		//"DOTA_Tooltip_ability_item_crimson_guard_duration"				"GUARD DURATION:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_radius"				"GUARD RADIUS:"
		"DOTA_Tooltip_ability_item_crimson_guard_Note0"								"다수의 피해 방어 효과는 서로 중첩되지 않습니다."

		"DOTA_Tooltip_modifier_item_crimson_guard_aura"					"핏빛 수호 방어력 보너스"
		"DOTA_Tooltip_modifier_item_crimson_guard_aura_Description"		"방어력 %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% 증가"

		"DOTA_Tooltip_modifier_item_crimson_guard_effect"					"핏빛 수호 방어력 보너스"
		"DOTA_Tooltip_modifier_item_crimson_guard_effect_Description"		"방어력 %MODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% 증가"

		"DOTA_Tooltip_modifier_item_crimson_guard_extra"		"수호"
		"DOTA_Tooltip_modifier_item_crimson_guard_extra_Description"		"100%% 확률로 %dMODIFIER_PROPERTY_PHYSICAL_CONSTANT_BLOCK%의 받는 피해를 방어"
		"DOTA_Tooltip_modifier_item_crimson_guard_nostack"	"수호 쿨다운"
		"DOTA_Tooltip_modifier_item_crimson_guard_nostack_Description"	"핏빛 수호 효과를 받은 후 일정 시간이 지나지 않은 유닛에게는 효과가 없음"
		
		"DOTA_Tooltip_ability_item_vitality_booster_Lore"						"전사 혈족 사이에서 대대로 전해져 내려오는 루비입니다."
		"DOTA_Tooltip_ability_item_vitality_booster_bonus_health"				"+$health"
		
		"DOTA_Tooltip_ability_item_vladmir_Description"							"<h1>지속 효과: 블라드미르의 오라</h1>근처에 있는 아군에게 %lifesteal_aura%%% 흡혈, %damage_aura%%% 보너스 피해, %mana_regen_aura%의 마나 재생, %armor_aura%의 방어력을 부여합니다.<br><br>반경: %aura_radius%"
		"DOTA_Tooltip_ability_item_vladmir_Note0"								"크립을 대상으로 한 공격의 흡혈 효과가 %lifesteal_creeps_tooltip%%%로 감소합니다."
		"DOTA_Tooltip_ability_item_vladmir_Lore"								"죽은 흡혈귀의 원한이 씌어 섬뜩하기 그지없는 가면입니다."
		"DOTA_Tooltip_ability_item_vladmir_armor"								"+$armor"
		"DOTA_Tooltip_ability_item_vladmir_mana_regen"							"+$mana_regen"		
		
		"DOTA_Tooltip_ability_item_wraith_pact_Description"							"<h1>시전 기술: 망령의 보복</h1>%abilityduration%초 동안 자신의 위치에 움직일 수 있는 토템 하나를 소환합니다. 토템으로 %pact_aura_radius% 반경 안에 있는 적은 모든 물리 공격력이 %damage_penalty_aura%%% 감소하고 매초 %aura_dps%의 피해를 받습니다.<br><br> 토템은 주위에 블라드미르의 오라를 뿜어내며 4회 타격하면 파괴됩니다. 크립은 토템에 절반의 피해를 줍니다.\n\n<h1>지속 효과: 블라드미르의 오라</h1>주위 아군에게 %lifesteal_aura%%% 흡혈, %damage_aura%%% 보너스 피해, %mana_regen_aura%의 마나 재생, %armor_aura%의 방어력을 부여합니다. 크립에게서는 %creep_lifesteal_reduction_pct%%% 감소한 흡혈 효과를 얻습니다.<br><br>반경: %aura_radius%"
		"DOTA_Tooltip_ability_item_wraith_pact_Lore"								"지각이 있는 부적목걸이로서, 안에 깃든 적대감은 가장 강력한 적의 기백조차도 꺾어버립니다."
		"DOTA_Tooltip_ability_item_wraith_pact_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_wraith_pact_bonus_mana"							"+$mana"

		"DOTA_Tooltip_modifier_item_wraith_pact_death_aura"							"망령의 보복"
		"DOTA_Tooltip_modifier_item_wraith_pact_death_aura_Description"				"주는 피해 %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%% 감소, 매초 %dMODIFIER_PROPERTY_TOOLTIP%의 피해 받음"
		
		"DOTA_Tooltip_modifier_item_vladmir_aura"				"블라드미르의 오라"
		"DOTA_Tooltip_modifier_item_vladmir_aura_Description"	"흡혈 %dMODIFIER_PROPERTY_TOOLTIP%%%, 공격력 %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%, 방어력 %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%, 마나 재생 %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% 획득"

		"DOTA_Tooltip_ability_item_void_stone_Lore"								"황천계의 마법을 전달하는 데 쓰였던 장신구로, 아직도 힘의 파동이 뿜어져 나옵니다."
		"DOTA_Tooltip_ability_item_void_stone_bonus_mana_regen"					"+$mana_regen"

		"DOTA_Tooltip_ability_item_tiara_of_selemene_Lore"								"티아라라니!"
		"DOTA_Tooltip_ability_item_tiara_of_selemene_bonus_mana_regen"					"+$mana_regen"

		"DOTA_Tooltip_ability_item_ward_observer_Description"					"<h1>사용: 설치</h1>눈에 보이지 않는 관찰 와드를 설치합니다. 아군은 와드 주위 %vision_range_tooltip% 반경의 지상 시야를 얻습니다. %duration_minutes_tooltip%분 동안 지속합니다. <br><br>Ctrl 키를 누르고 아군을 클릭하면 관찰 와드 하나를 넣어줄 수 있습니다."
		//"DOTA_Tooltip_ability_item_ward_observer_vision_range"				"VISION RANGE:"
		//"DOTA_Tooltip_ability_item_ward_observer_duration_minutes_tooltip"	"DURATION (MINUTES):"
		"DOTA_Tooltip_ability_item_ward_observer_Lore"							"반쯤 지각이 있는 식물의 일종으로 수습 마법사들이 종종 경작합니다."
		
		"DOTA_Tooltip_ability_item_ward_sentry_Description"						"<h1>사용: 설치</h1> 눈에 보이지 않는 감시 와드를 설치합니다. %true_sight_range% 반경에 있는 아군은 진실의 시야를 얻어 투명 적 유닛과 와드를 볼 수 있습니다.<br>%duration_minutes_tooltip%분 동안 지속합니다.<br><br>지상 시야는 제공하지 않습니다.<br>Ctrl 키를 누르고 아군 영웅을 클릭하면 감시 와드 하나를 넣어줄 수 있습니다."
		//"DOTA_Tooltip_ability_item_ward_sentry_true_sight_range"			"TRUE SIGHT RANGE:"
