"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"de vida"					// $health
		"dota_ability_variable_mana"				"de mana"						// $mana
		"dota_ability_variable_armor"				"de armadura"						// $armor
		"dota_ability_variable_damage"				"de dano"					// $damage
		"dota_ability_variable_str"					"de Força"					// $str
		"dota_ability_variable_int"					"de Inteligência"				// $int
		"dota_ability_variable_agi"					"de Agilidade"					// $agi
		"dota_ability_variable_all"					"a todos os atributos"			// $all
		"dota_ability_variable_primary_attribute"	"ao atributo principal"			// $primary_attribute
		"dota_ability_variable_attack"				"de rapidez de ataque"				// $attack
		"dota_ability_variable_attack_pct"			"de rapidez de ataque base"	// $attack_pct
		"dota_ability_variable_hp_regen"			"de regeneração de vida"		// $hp_regen
		"dota_ability_variable_lifesteal"			"de roubo de vida"					// $lifesteal
		"dota_ability_variable_mana_regen"			"de regeneração de mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"de regeneração de mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"de dano de feitiços"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"à duração de debuffs"			// $debuff_amp
		"dota_ability_variable_move_speed"			"de rapidez de movimento"			// $move_speed
		"dota_ability_variable_evasion"				"de evasão"					// $evasion
		"dota_ability_variable_spell_resist"		"de resistência a magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"de roubo de vida por habilidades"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"de roubo de vida por habilidades (creeps)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"de roubo de vida por habilidades (heróis)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ao atributo selecionado"		// $selected_attribute
		"dota_ability_variable_attack_range"		"de alcance de ataque <font color='#7d7d7d'>(Só à distância)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"de alcance de ataque <font color='#7d7d7d'>(Só corpo a corpo)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"de alcance de uso"				// $cast_range
		"dota_ability_variable_status_resist"		"de resistência a debuffs"			// $status_resist
		"dota_ability_variable_projectile_speed"	"à rapidez dos projéteis"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"de redução dos custos de mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"de redução de cooldowns"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"de mana máxima"			// $max_mana_percentage
		"dota_ability_variable_slow_resistance"		"de resist. a abrandamentos"			// $slow_resistance
		"dota_ability_variable_aoe_bonus"			"de área de efeito adicional"					// $aoe_bonus

		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_damage"					"POISON DAMAGE PER SECOND:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_melee"	"%POISON MELEE SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_movement_speed_range"	"%POISON RANGED SLOW:"
		//"DOTA_Tooltip_ability_item_orb_of_venom_poison_duration"				"POISON DURATION:"

		"DOTA_Tooltip_ability_item_orb_of_pestilence_Description"				"<h1>Efeito passivo: Poison Attack</h1>Envenena o alvo, causando %poison_damage% de dano mágico por segundo e reduzindo a rapidez de movimento em %poison_movement_speed_melee%%% se o herói portador usar ataques corpo a corpo (Melee) ou %poison_movement_speed_range%%% se o herói atacar à distância (Ranged). Dura %poison_duration% segundos. Ganhas rapidez de movimento e vida igual aos valores de abrandamento e dano durante %poison_duration% segundos."
		"DOTA_Tooltip_ability_item_orb_of_pestilence_armor"						"+$armor"
		"DOTA_Tooltip_ability_item_orb_of_pestilence_hp_regen"						"+$hp_regen"


		"DOTA_Tooltip_modifier_item_orb_of_venom_slow"			"Orb of Venom"
		"DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"A sofrer %dMODIFIER_PROPERTY_TOOLTIP% de dano venenoso por segundo e a deslocar-se %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% mais lentamente."


		
		"DOTA_Tooltip_ability_item_boots_of_bearing_Description"					"<h1>Habilidade ativa: Endurance</h1> Concede +%bonus_attack_speed_pct% de rapidez de ataque e +%bonus_movement_speed_pct%%% de rapidez de movimento a aliados por perto durante %duration% segundos. Durante os %bonus_ms_duration% primeiros segundos, aliados são imunes a abrandamentos.<br><br>Raio: %radius%. \n\n<h1>Efeito passivo: Swiftness Aura</h1>Concede +%aura_movement_speed% de rapidez de movimento a aliados. <br><br>Raio: %radius%."
		"DOTA_Tooltip_ability_item_boots_of_bearing_Lore"						"Calçado resplandecente criado para o primeiro arauto que se atreveu a anunciar a glória de Stonehall para lá das fronteiras originais da outrora singela povoação."
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_int"					"+$int"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_movement_speed"			"+$move_speed"
		"DOTA_Tooltip_ability_item_boots_of_bearing_bonus_health_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_ancient_janggo_Description"					"<h1>Habilidade ativa: Endurance</h1> Consome uma carga e concede +%bonus_attack_speed_pct% de rapidez de ataque e +%bonus_movement_speed_pct%%% de rapidez de movimento a aliados por perto durante %duration% segundos. <br><br>Possui %charges_tooltip% cargas.<br><br>Raio: %radius% \n\n<h1>Efeito passivo: Swiftness Aura</h1>Concede +%aura_movement_speed% de rapidez de movimento a aliados. <br><br>Raio: %radius%"
		"DOTA_Tooltip_ability_item_ancient_janggo_Lore"						"Uma relíquia que encanta os corpos daqueles que estão à sua volta para movimentos mais velozes em tempos de perigo."
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_ancient_janggo_bonus_int"					"+$int"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_attack_speed"					"+$attack"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_mana_regen" 			"+$mana_regen"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_movement_speed"			"+$move_speed"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_aura_movement_speed"		"AURA MOVE SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_attack_speed_pct"			"ENDURANCE ATTACK SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_bonus_movement_speed_pct"	"%ENDURANCE MOVE SPEED:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_duration"				"ENDURANCE DURATION:"
		//"DOTA_Tooltip_ability_item_ancient_janggo_radius"				"AURA/ENDURANCE RADIUS:"

		"DOTA_Tooltip_modifier_item_boots_of_bearing_aura"				"Aura de Rapidez"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_aura_Description"	"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_item_boots_of_bearing_active"				"Endurance"
		"DOTA_Tooltip_modifier_item_boots_of_bearing_active_Description"	"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.\nRapidez de ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_modifier_item_ancient_janggo_aura"			"Aura de Rapidez"
		"DOTA_Tooltip_modifier_item_ancient_janggo_aura_Description"	"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Endurance"
		"DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.\nRapidez de ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_item_medallion_of_courage_Description"			"<h1>Habilidade ativa: Valor</h1> Se usada num aliado, concede um bónus de %armor_reduction% de armadura e remove-a do portador deste item. <br><br>Se usada num inimigo, reduz a armadura tanto do inimigo como a do portador em %armor_reduction%.<br><br>Duração: %duration%s"
		"DOTA_Tooltip_ability_item_medallion_of_courage_Lore"					"O portador não tem medo do combate."
		"DOTA_Tooltip_ability_item_medallion_of_courage_Note0"					"Partilha o cooldown com o item Solar Crest."
		"DOTA_Tooltip_ability_item_medallion_of_courage_bonus_armor"			"+$armor"
		"DOTA_Tooltip_ability_item_medallion_of_courage_bonus_mana_regen_pct"	"+$mana_regen"
		//"DOTA_Tooltip_ability_item_medallion_of_courage_armor_reduction"		"VALOR ARMOR REDUCTION:"
		//"DOTA_Tooltip_ability_item_medallion_of_courage_duration"			"VALOR DURATION:"
	
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medallion of Courage"
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Armadura reduzida em %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_addition"	"Medallion of Courage"
		"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_addition_Description"	"Armadura aumentada em %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_ability_item_pavise_Description"			"<h1>Habil. ativa: Protect</h1> Quando usado num aliado, concede-lhe uma barreira que absorve %absorb_amount% de dano físico. Duração: %duration%s."
		"DOTA_Tooltip_ability_item_pavise_bonus_armor"			"+$armor"
		"DOTA_Tooltip_ability_item_pavise_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_pavise_bonus_health"			"+$health"
		"DOTA_Tooltip_modifier_item_pavise_shield"				"Pavise"
		"DOTA_Tooltip_modifier_item_pavise_shield_Description"	"A absorver dano físico."


		"DOTA_Tooltip_ability_item_smoke_of_deceit_Description"					"<h1>Uso: Disguise</h1> O utilizador e todas as unidades aliadas próximas controladas por jogadores num raio de %application_radius% tornam-se invisíveis. Concede um bónus de rapidez de movimento de %bonus_movement_speed%%% durante %duration% segundos. <br><br> Enquanto o utilizador estiver sob o efeito, qualquer aliado a menos de %secondary_application_radius% unidades de distância também irá beneficiar do buff. Este efeito só pode ser aplicado uma vez a aliados. <br><br>Atacar ou ficar a menos de %visibility_radius% de alcance de uma torre ou herói inimigo irá interromper a invisibilidade. <br><br>Esta invisibilidade é imune a Visão Verdadeira (True Sight)."
		//"DOTA_Tooltip_ability_item_smoke_of_deceit_bonus_movement_speed"		"%BONUS SPEED:"
		//"DOTA_Tooltip_ability_item_smoke_of_deceit_duration"					"DURATION:"
		"DOTA_Tooltip_ability_item_smoke_of_deceit_Lore"						"A única verdadeira contribuição às artes arcanas de Myrddin, o infame feiticeiro charlatão."

		"DOTA_Tooltip_modifier_smoke_of_deceit"				"Smoke of Deceit"
		"DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"Invisível, a deslocar-se %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% mais rapidamente e ocultado no minimapa. Atacar ou aproximar-se de um herói ou torre inimiga dentro de %dMODIFIER_PROPERTY_TOOLTIP% unidades de distância irá cancelar a invisibilidade."

		"DOTA_Tooltip_ability_item_devastator_Description"				"<h1>Efeito passivo: Witch Blade</h1>Faz com que o teu próximo ataque nunca falhe e aplique veneno durante %slow_duration% segundos, abrandando em %slow%%% e causando dano por segundo igual a %int_damage_multiplier%x a tua Inteligência.\n\n<h1>Efeito passivo: Magic Corruption</h1> Todos os teus ataques reduzem a resistência a magia do inimigo em %active_mres_reduction%%% durante %passive_cooldown%s."
		"DOTA_Tooltip_ability_item_devastator_Lore"						"Devastador."
		"DOTA_Tooltip_ability_item_devastator_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_ability_item_devastator_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_devastator_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_devastator_bonus_mana_regen"				"+$mana_regen"
		"DOTA_Tooltip_ability_item_devastator_projectile_speed"			"+$projectile_speed"
		
		"DOTA_Tooltip_modifier_devastator_debuff"						"Magic Corruption"
		"DOTA_Tooltip_modifier_devastator_debuff_Description"  			"Resistência a magia reduzida em %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."

		"DOTA_Tooltip_ability_item_revenants_brooch_Description"				"<h1>Alternar: Phantom Province</h1>Quando ativa, os ataques do portador custam %manacost_per_hit% de mana, causam dano mágico e podem atingir unidades etéreas, mas não podem causar dano crítico."
		"DOTA_Tooltip_ability_item_revenants_brooch_Lore"						"O amuleto amaldiçoado de uma falecida entidade guardiã que vagueia eternamente para lá do véu da vida e da morte."
		"DOTA_Tooltip_ability_item_revenants_brooch_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_revenants_brooch_spell_lifesteal"		"%+$spell_lifesteal"
		
		"DOTA_Tooltip_modifier_item_revenants_brooch_internal_cd"				"Cooldown de Witch Blade"
		"DOTA_Tooltip_modifier_item_revenants_brooch_internal_cd_Description"	"Atraso até ao teu próximo ataque ativar Witch Blade."

		"DOTA_Tooltip_modifier_item_revenants_brooch_counter"					"Revenant's Brooch"
		"DOTA_Tooltip_modifier_item_revenants_brooch_counter_Description"		"Ataques possuem o efeito True Strike (nunca falham) e causam dano mágico."

		"DOTA_Tooltip_modifier_misery_debuff"									"Revenant's Wail"
		"DOTA_Tooltip_modifier_misery_debuff_Description"						"Resistência a magia reduzida em %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%."

		"DOTA_Tooltip_ability_item_veil_of_discord_Description"					"<h1>Ativa: Magic Weakness</h1> Causa uma explosão de um raio de %debuff_radius%, que faz com que heróis inimigos sofram mais %spell_amp%%% de dano de feitiços.<br><br>Pode ser usado durante concentrações.<br><br>Duração: %resist_debuff_duration% segundos."
		"DOTA_Tooltip_ability_item_veil_of_discord_Lore"						"O véu de magos corruptos."
		"DOTA_Tooltip_ability_item_veil_of_discord_bonus_all_stats"			"+$all"
		"DOTA_Tooltip_ability_item_veil_of_discord_bonus_hp_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_veil_of_discord_bonus_armor"			"+$armor"

		
		"DOTA_Tooltip_modifier_item_veil_of_discord_debuff"				"Fraqueza Mágica (Veil of Discord)"
		"DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"A sofrer mais %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% de dano de feitiços."

		"DOTA_Tooltip_ability_item_ring_of_aquila_Description"				"<h1>Efeito passivo: Aquila Aura</h1>Concede %aura_mana_regen% de regeneração de mana e %aura_bonus_armor% de armadura a aliados por perto.<br><br>Raio: %aura_radius%\n<h1>Alternar: Aura</h1> Podes desativar a aura para que deixe de afetar unidades que não sejam heróis."
		"DOTA_Tooltip_ability_item_ring_of_aquila_Lore"						"O anel do perecido Senhor da Guerra Aquila continua a auxiliar exércitos em batalha."
		"DOTA_Tooltip_ability_item_ring_of_aquila_Note0"					"Os efeitos das auras de várias cópias deste item não se acumulam."
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_strength"			"+$str"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_agility"			"+$agi"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_intellect"			"+$int"
		"DOTA_Tooltip_ability_item_ring_of_aquila_bonus_damage"				"+$damage"
		//"DOTA_Tooltip_ability_item_ring_of_aquila_aura_mana_regen"			"AURA MANA REGEN:"
		//"DOTA_Tooltip_ability_item_ring_of_aquila_aura_bonus_armor"			"AURA BONUS ARMOR:"

		"DOTA_Tooltip_modifier_item_ring_of_aquila_aura_bonus"				"Ring of Aquila Aura"
		"DOTA_Tooltip_modifier_item_ring_of_aquila_aura_bonus_Description"		"Regeneração de mana aumentada em %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE% e armadura aumentada em %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE%."


		"DOTA_Tooltip_ability_item_shadow_amulet_Description"					"<h1>Habilidade ativa: Fade</h1>Concede invisibilidade a ti ou a um herói aliado durante %fade_duration%s. A rapidez de movimento durante a invisibilidade é reduzida em %movement_speed_reduction%%%."
		"DOTA_Tooltip_ability_item_shadow_amulet_Lore"							"Um pequeno talismã que obscurece os sentidos dos inimigos do portador se este permanecer imóvel."
		"DOTA_Tooltip_ability_item_shadow_amulet_Note0"							"O herói demora %fade_time%s dos %fade_duration%s a tornar-se completamente invisível."
		"DOTA_Tooltip_ability_item_shadow_amulet_fade_time"					"ATRASO DE INVISIBILIDADE:"

		"DOTA_Tooltip_modifier_item_shadow_amulet_fade"		"Shadow Amulet"
		"DOTA_Tooltip_modifier_item_shadow_amulet_fade_Description"		"Invisível. Rapidez de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_item_meteor_hammer_Description"                   "<h1>Ativa: Meteor Hammer</h1> <font color='#F2A93E'>REQUER CONCENTRAÇÃO</font> - Após um período de concentração, invoca um meteoro que se despenha numa área de %impact_radius%, atordoando inimigos durante %stun_duration%s e causando dano no impacto. Continua a causar dano ao longo do tempo a unidades e edifícios inimigos durante %burn_duration%s. Unidades que não sejam edifícios também são abrandadas em %burn_slow%%% enquanto estiverem a sofrer dano ao longo do tempo.<BR><BR>Dano do impacto em edifícios: %impact_damage_buildings% <BR>Dano ao longo do tempo em edifícios: %burn_dps_buildings% <BR><BR>Dano do impacto em unidades que não sejam edifícios: %impact_damage_units% <BR>Dano ao longo do tempo em unidades que não sejam edifícios: %burn_dps_units% <BR><BR>Duração da concentração: %max_duration%s.<BR>Tempo para o impacto %land_time%s."		
		"DOTA_Tooltip_ability_item_meteor_hammer_lore"                   "Um martelo mágico, forjado a partir de metais descobertos nas ruínas de uma aldeia destruída por uma grande tempestade de estrelas cadentes."		
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_strength"						"+$str"	
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_agility"						"+$agi"	
		"DOTA_Tooltip_ability_item_meteor_hammer_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_meteor_hammer_spell_amp"						"%+de amplificação de feitiços"
		"DOTA_Tooltip_ability_item_meteor_hammer_mana_regen_multiplier"				"%+de amplificação de regen. de mana"
		"DOTA_Tooltip_ability_item_meteor_hammer_spell_lifesteal_amp"				"%+de amp. de roubo de vida p/ habilidades"

		"DOTA_Tooltip_modifier_item_meteor_hammer_burn"						"DPS - Meteor Hammer"
		"DOTA_Tooltip_modifier_item_meteor_hammer_burn_Description"			"Abrandado e a sofrer %dMODIFIER_PROPERTY_TOOLTIP% de dano a cada %dMODIFIER_PROPERTY_TOOLTIP2%s."


		"DOTA_Tooltip_ability_item_nullifier_Description"                     "<h1>Habilidade ativa: Nullify</h1> Causa dissipação (dispel) ao alvo e aplica-lhe um debuff durante %mute_duration% segundos. Abranda e dissipa o alvo continuamente.<br><br>Tipo de dissipação (Dispel): <span class=\"GameplayValues GameplayVariable\">Básico</span>"		
		"DOTA_Tooltip_ability_item_nullifier_lore"                     "Uma arma perigosa, roubada de uma dimensão inversa."		
		"DOTA_Tooltip_ability_item_nullifier_bonus_damage"					"+$damage"
		"DOTA_Tooltip_ability_item_nullifier_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_nullifier_bonus_regen"				"+$hp_regen"
		"DOTA_Tooltip_ability_item_nullifier_slow_pct"				"%ABRANDAMENTO DE MOVIMENTO:"
		//"DOTA_Tooltip_ability_item_nullifier_bonus_mana_regen"					"+$mana_regen"
		"DOTA_Tooltip_ability_item_nullifier_Note0"							"Pode ser usado em unidades invulneráveis."
		"DOTA_Tooltip_ability_item_nullifier_Note1"							"Ignora imunidade a magia."

		"DOTA_Tooltip_modifier_item_nullifier_mute" 						"Nullifier"
		"DOTA_Tooltip_modifier_item_nullifier_mute_Description" 			"O alvo está a ser constantemente dissipado. Abrandado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_nullifier_slow"							"Abrandado - Nullifier"
		"DOTA_Tooltip_modifier_item_nullifier_slow_Description"				"Abrandado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"


		"DOTA_Tooltip_ability_item_spirit_vessel_Description"					"<h1>Habilidade ativa: Soul Release</h1> Quando usado contra inimigos, reduz-lhes a vida em %enemy_hp_drain%%% da vida atual por segundo, para além de lhes reduzir a regeneração de vida, capacidade de cura, roubo de vida e roubo de vida por habilidades em %hp_regen_reduction_enemy%%%. Causa %soul_damage_amount% de dano por segundo. <br><br>Quando usado em aliados, concede-lhes %soul_heal_amount% de regeneração de vida por segundo. <br><br>Dura %duration% segundos. <br><br>Ganha cargas sempre que um herói inimigo morrer dentro de um raio de %soul_radius% unidades. Apenas o Spirit Vessel mais próximo do herói morto ganhará uma carga. " 		
		"DOTA_Tooltip_ability_item_spirit_vessel_lore"					"Criado por um deus para aprisionar a alma de outro." 		
		"DOTA_Tooltip_ability_item_spirit_vessel_Note0"					"Não é afetado por efeitos que bloqueiam ou refletem habilidades."
		"DOTA_Tooltip_ability_item_spirit_vessel_bonus_health"                     "+$health"
		"DOTA_Tooltip_ability_item_spirit_vessel_bonus_mana_regen"                "+$mana_regen"
		"DOTA_Tooltip_ability_item_spirit_vessel_bonus_armor"					"+$armor"
		"DOTA_Tooltip_ability_item_spirit_vessel_mana_regen"					"+$mana_regen"
				
		"DOTA_Tooltip_modifier_item_spirit_vessel_heal"							"Cura - Spirit Vessel"
		"DOTA_Tooltip_modifier_item_spirit_vessel_heal_Description"				"A regenerar %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% de vida por segundo."
		"DOTA_Tooltip_modifier_item_spirit_vessel_damage"							"Dano - Spirit Vessel"
		"DOTA_Tooltip_modifier_item_spirit_vessel_damage_Description"				"A perder %dMODIFIER_PROPERTY_TOOLTIP% de vida e mais %dMODIFIER_PROPERTY_TOOLTIP%%% da vida atual por segundo. Todo o tipo de cura está a ser reduzido em %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%."
		
		"DOTA_Tooltip_modifier_item_spirit_vessel_aura"							"Aura - Spirit Vessel"
		"DOTA_Tooltip_modifier_item_spirit_vessel_aura_Description"				"Todo o tipo de cura está a ser reduzido em %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_creep_siege"								"Reinforced" 		
		"DOTA_Tooltip_ability_creep_siege_Description"					"Unidades e edifícios do tipo \"Reinforced\" causam mais dano a outras unidades e edifícios do tipo \"Reinforced\" e sofrem menos dano de ataques de outras unidades." 	
		"DOTA_Tooltip_ability_creep_siege_bonus_building_damage"			"%BÓNUS DE DANO:"
		"DOTA_Tooltip_ability_creep_siege_incoming_hero_damage_penalty"		"%REDUÇÃO DE DANO DE ATAQUES DE HERÓIS:"
		"DOTA_Tooltip_ability_creep_siege_incoming_basic_damage_penalty"	"%REDUÇÃO DE DANO DE ATAQUES QUE NÃO SÃO DE HERÓIS:"
